study_name,questionnaire_name,answer_list,value,label_de,label,answer_list_name
soep-is,soep-is-2013-a,pego,1,1 Trifft überhaupt nicht zu,1 Does not apply at all,pego
soep-is,soep-is-2013-a,pego,2,1,2,pego
soep-is,soep-is-2013-a,pego,3,2,3,pego
soep-is,soep-is-2013-a,pego,4,3,4,pego
soep-is,soep-is-2013-a,pego,5,4,5,pego
soep-is,soep-is-2013-a,pego,6,5,6,pego
soep-is,soep-is-2013-a,pego,7,7 Trifft voll zu,7 Fully applies,pego
soep-is,soep-is-2013-a,pego,-1,Keine Angabe,No answer,pego
soep-is,soep-is-2013-a,pged,0,0 sehr ungeduldig,0 very impatient,pged
soep-is,soep-is-2013-a,pged,1,1,1,pged
soep-is,soep-is-2013-a,pged,2,2,2,pged
soep-is,soep-is-2013-a,pged,3,3,3,pged
soep-is,soep-is-2013-a,pged,4,4,4,pged
soep-is,soep-is-2013-a,pged,5,5,5,pged
soep-is,soep-is-2013-a,pged,6,6,6,pged
soep-is,soep-is-2013-a,pged,7,7,7,pged
soep-is,soep-is-2013-a,pged,8,8,8,pged
soep-is,soep-is-2013-a,pged,9,9,9,pged
soep-is,soep-is-2013-a,pged,10,10 sehr geduldig,10 very patient,pged
soep-is,soep-is-2013-a,pimp,0,0 gar nicht impulsiv,0 not at all impulsive,pimp
soep-is,soep-is-2013-a,pimp,1,1,1,pimp
soep-is,soep-is-2013-a,pimp,2,2,2,pimp
soep-is,soep-is-2013-a,pimp,3,3,3,pimp
soep-is,soep-is-2013-a,pimp,4,4,4,pimp
soep-is,soep-is-2013-a,pimp,5,5,5,pimp
soep-is,soep-is-2013-a,pimp,6,6,6,pimp
soep-is,soep-is-2013-a,pimp,7,7,7,pimp
soep-is,soep-is-2013-a,pimp,8,8,8,pimp
soep-is,soep-is-2013-a,pimp,9,9,9,pimp
soep-is,soep-is-2013-a,pimp,10,10 sehr impulsiv,10 Very impulsive,pimp
soep-is,soep-is-2013-a,prisk,0,0 gar nicht risikobereit,0 risk averse,prisk
soep-is,soep-is-2013-a,prisk,1,1,1,prisk
soep-is,soep-is-2013-a,prisk,2,2,2,prisk
soep-is,soep-is-2013-a,prisk,3,3,3,prisk
soep-is,soep-is-2013-a,prisk,4,4,4,prisk
soep-is,soep-is-2013-a,prisk,5,5,5,prisk
soep-is,soep-is-2013-a,prisk,6,6,6,prisk
soep-is,soep-is-2013-a,prisk,7,7,7,prisk
soep-is,soep-is-2013-a,prisk,8,8,8,prisk
soep-is,soep-is-2013-a,prisk,9,9,9,prisk
soep-is,soep-is-2013-a,prisk,10,10 sehr risikobereit,10 fully prepared to take risks,prisk
soep-is,soep-is-2013-a,pfz x,1,Jede Woche,Every week,pfz x
soep-is,soep-is-2013-a,pfz x,2,Jeden Monat,Every month,pfz x
soep-is,soep-is-2013-a,pfz x,3,Seltener,Less often,pfz x
soep-is,soep-is-2013-a,pfz x,4,Nie,Never,pfz x
soep-is,soep-is-2013-a,pfz x,5,KA,,pfz x
soep-is,soep-is-2013-a,ppol1,1,Sehr stark,Very interested,ppol1
soep-is,soep-is-2013-a,ppol1,2,Stark,Moderately interested,ppol1
soep-is,soep-is-2013-a,ppol1,3,Nicht so stark,Not so interested,ppol1
soep-is,soep-is-2013-a,ppol1,4,Überhaupt nicht,Completely disinterested,ppol1
soep-is,soep-is-2013-a,ppol1,-1,Keine Angabe,No answer,ppol1
soep-is,soep-is-2013-a,ppol2,1,Ja,Yes,ppol2
soep-is,soep-is-2013-a,ppol2,2,Nein,No,ppol2
soep-is,soep-is-2013-a,ppol2,-1,Keine Angabe,No answer,ppol2
soep-is,soep-is-2013-a,ppol3,1,SPD,SPD,ppol3
soep-is,soep-is-2013-a,ppol3,2,CDU,CDU,ppol3
soep-is,soep-is-2013-a,ppol3,3,CSU,CSU,ppol3
soep-is,soep-is-2013-a,ppol3,4,FDP,FDP,ppol3
soep-is,soep-is-2013-a,ppol3,5,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,ppol3
soep-is,soep-is-2013-a,ppol3,6,Die Linke,Die Linke,ppol3
soep-is,soep-is-2013-a,ppol3,7,Republikaner/NPD,Republikaner/NPD,ppol3
soep-is,soep-is-2013-a,ppol3,26,Piratenpartei,Piratenpartei,ppol3
soep-is,soep-is-2013-a,ppol3,27,Alternative für Deutschland,Alternative für Deutschland,ppol3
soep-is,soep-is-2013-a,ppol3,8,Andere,Other,ppol3
soep-is,soep-is-2013-a,ppol3,-1,Keine Angabe,No answer,ppol3
soep-is,soep-is-2013-a,lsta1,1,Ja,Yes,lsta1
soep-is,soep-is-2013-a,lsta1,2,Nein,No,lsta1
soep-is,soep-is-2013-a,lsta1,-1,Keine Angabe,No answer,lsta1
soep-is,soep-is-2013-a,lsta1a,1,Ja,Yes,lsta1a
soep-is,soep-is-2013-a,lsta1a,2,Nein,No,lsta1a
soep-is,soep-is-2013-a,lsta1a,-1,Keine Angabe,No answer,lsta1a
soep-is,soep-is-2013-a,lsta3,1,Seit Geburt,Since birth,lsta3
soep-is,soep-is-2013-a,lsta3,2,Erst später erworben,At a later date,lsta3
soep-is,soep-is-2013-a,lsta3,-1,Keine Angabe,No answer,lsta3
soep-is,soep-is-2013-a,pp1a,1,Ja,Yes,pp1a
soep-is,soep-is-2013-a,pp1a,2,Nein,No,pp1a
soep-is,soep-is-2013-a,pp1a,-1,Keine Angabe,No answer,pp1a
soep-is,soep-is-2013-a,pp2a,1,Ja,Yes,pp2a
soep-is,soep-is-2013-a,pp2a,2,Nein,No,pp2a
soep-is,soep-is-2013-a,pp2a,-1,Keine Angabe,No answer,pp2a
soep-is,soep-is-2013-a,ppleba,1,Ja,Yes,ppleba
soep-is,soep-is-2013-a,ppleba,2,Nein,No,ppleba
soep-is,soep-is-2013-a,ppleba,-1,Keine Angabe,No answer,ppleba
soep-is,soep-is-2013-a,pehe1a,1,"Ja, ich bin mit diesem Partner/dieser Partnerin verheiratet","Yes, I'm married to this partner",pehe1a
soep-is,soep-is-2013-a,pehe1a,2,"Ja, ich leben mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft","Yes, I live in a same-sex civil union with this partner",pehe1a
soep-is,soep-is-2013-a,pehe1a,3,Nein,No,pehe1a
soep-is,soep-is-2013-a,pehe1a,-1,Keine Angabe,No answer,pehe1a
soep-is,soep-is-2013-a,pp1b,1,Ja,Yes,pp1b
soep-is,soep-is-2013-a,pp1b,2,Nein,No,pp1b
soep-is,soep-is-2013-a,pp1b,-1,Keine Angabe,No answer,pp1b
soep-is,soep-is-2013-a,ppend2b,1,durch Trennung,Separation,ppend2b
soep-is,soep-is-2013-a,ppend2b,2,durch Tod,Death,ppend2b
soep-is,soep-is-2013-a,ppend2b,-1,Keine Angabe,No answer,ppend2b
soep-is,soep-is-2013-a,ppleb1b,1,Ja,Yes,ppleb1b
soep-is,soep-is-2013-a,ppleb1b,2,Nein,No,ppleb1b
soep-is,soep-is-2013-a,ppleb1b,-1,Keine Angabe,No answer,ppleb1b
soep-is,soep-is-2013-a,pehe1b,1,"Ja, ich war mit diesem Partner / dieser Partnerin verheiratet","Yes, I was married to this partner",pehe1b
soep-is,soep-is-2013-a,pehe1b,2,"Ja, ich lebte damals mit diesem Partner / dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft","Yes, I lived in a same-sex civil union with this partner",pehe1b
soep-is,soep-is-2013-a,pehe1b,3,Nein,No,pehe1b
soep-is,soep-is-2013-a,pehe1b,-1,Keine Angabe,No answer,pehe1b
soep-is,soep-is-2013-a,pehe3b,1,Ja,Yes,pehe3b
soep-is,soep-is-2013-a,pehe3b,2,Nein,No,pehe3b
soep-is,soep-is-2013-a,pehe3b,-1,Keine Angabe,No answer,pehe3b
soep-is,soep-is-2013-a,pehe1e,1,"Ja, habe vorher geheiratet","Yes, I was married before",pehe1e
soep-is,soep-is-2013-a,pehe1e,2,"Ja, bin vorher eine eingetragene gleichgeschlechtliche Partnerschaft eingegangen","Yes, I lived in a same-sex civil union before",pehe1e
soep-is,soep-is-2013-a,pehe1e,3,Nein,No,pehe1e
soep-is,soep-is-2013-a,pehe1e,-1,Keine Angabe,No answer,pehe1e
soep-is,soep-is-2013-a,pehe5e,1,Ja,Yes,pehe5e
soep-is,soep-is-2013-a,pehe5e,2,Nein,No,pehe5e
soep-is,soep-is-2013-a,pehe5e,-1,Keine Angabe,No answer,pehe5e
soep-is,soep-is-2013-a,pehe7e,1,Durch Trennung,Separation,pehe7e
soep-is,soep-is-2013-a,pehe7e,2,Durch Tod,Death,pehe7e
soep-is,soep-is-2013-a,pehe7e,-1,Keine Angabe,No answer,pehe7e
soep-is,soep-is-2013-a,lwied,1,"In der DDR, einschließlich Ostberlin","In East Germany, including East-Berlin",lwied
soep-is,soep-is-2013-a,lwied,2,"In der Bundesrepublik, einschließlich Westberlin","In West Germany, including West-Berlin",lwied
soep-is,soep-is-2013-a,lwied,3,In einem anderen Land,In another country,lwied
soep-is,soep-is-2013-a,lwied,-1,Keine Angabe,No answer,lwied
soep-is,soep-is-2013-a,l2wohn1,1,Ja,Yes,l2wohn1
soep-is,soep-is-2013-a,l2wohn1,2,Nein,No,l2wohn1
soep-is,soep-is-2013-a,l2wohn1,-1,Keine Angabe,No answer,l2wohn1
soep-is,soep-is-2013-a,l2wohn3,1,Diese hier,This one,l2wohn3
soep-is,soep-is-2013-a,l2wohn3,2,Die andere,The other one,l2wohn3
soep-is,soep-is-2013-a,l2wohn3,3,Beide Wohnungen etwa zu gleichen Teilen,They're approximately equal,l2wohn3
soep-is,soep-is-2013-a,l2wohn3,-1,Keine Angabe,No answer,l2wohn3
soep-is,soep-is-2013-a,lksex x,1,Ihr Sohn,your son,lksex x
soep-is,soep-is-2013-a,lksex x,2,Ihre Tochter,your daughter,lksex x
soep-is,soep-is-2013-a,lksex x,-1,Keine Angabe,No Answer,lksex x
soep-is,soep-is-2013-a,lkwo x,1,Hier im Haushalt,Here in this household,lkwo x
soep-is,soep-is-2013-a,lkwo x,2,Hier am Ort,Here in this town,lkwo x
soep-is,soep-is-2013-a,lkwo x,3,Woanders in Westdeutschland,Elsewhere in West Germany,lkwo x
soep-is,soep-is-2013-a,lkwo x,4,Woanders in Ostdeutschland,Elsewhere in East Germany,lkwo x
soep-is,soep-is-2013-a,lkwo x,5,Im Ausland,Abroad,lkwo x
soep-is,soep-is-2013-a,lkwo x,6,Ist verstorben,Deceased,lkwo x
soep-is,soep-is-2013-a,lkwo x,-1,keine Angabe,No answer,lkwo x
soep-is,soep-is-2013-a,p7tag,1,Ja,Yes,p7tag
soep-is,soep-is-2013-a,p7tag,2,Nein,No,p7tag
soep-is,soep-is-2013-a,p7tag,-1,Keine Angabe,No answer,p7tag
soep-is,soep-is-2013-a,perz,1,"Ja, Mutterschutz","Yes, maternity protection",perz
soep-is,soep-is-2013-a,perz,2,"Ja, Elternzeit","Yes, „Elternzeit“",perz
soep-is,soep-is-2013-a,perz,3,Nein,No,perz
soep-is,soep-is-2013-a,perz,-1,Keine Angabe,No answer,perz
soep-is,soep-is-2013-a,lsab x,1,Ja,Yes,lsab x
soep-is,soep-is-2013-a,lsab x,2,"Nein, noch keinen Abschluss, gehe noch zur Schule","No, I have not graduated yet, I am still in school",lsab x
soep-is,soep-is-2013-a,lsab x,3,"Nein, Schule ohne Abschluss verlassen","No, left school without graduation",lsab x
soep-is,soep-is-2013-a,lsab x,-1,Keine Angabe,No answer,lsab x
soep-is,soep-is-2013-a,lsab3,1,In einem Bundesland der Bundesrepublik Deutschland?,In a federal state of the Federal Republic of Germany?,lsab3
soep-is,soep-is-2013-a,lsab3,2,In der DDR?,In GDR?,lsab3
soep-is,soep-is-2013-a,lsab3,3,In einem anderen Land?,In another country,lsab3
soep-is,soep-is-2013-a,lsab3,-1,Keine Angabe,No answer,lsab3
soep-is,soep-is-2013-a,lsab7 x,1,Volksschul-/ Hauptschulabschluss,"Secondary general school leaving certificate (""Hauptschulabschluss"")",lsab7 x
soep-is,soep-is-2013-a,lsab7 x,2,Mittlere Reife / Realschulabschluss,"Intermediate school leaving certificate (""Mittlere Reife"", ""Realschulabschluss"")",lsab7 x
soep-is,soep-is-2013-a,lsab7 x,3,Fachhochschulreife (Abschluss Fachoberschule),"Leaving certificate from a Fachoberschule (""Fachhochschulreife"" - qualification for studies at a Fachhochschule)",lsab7 x
soep-is,soep-is-2013-a,lsab7 x,4,Abitur (Hochschulreife),"Upper secondary leaving certificate (""Abitur"")",lsab7 x
soep-is,soep-is-2013-a,lsab7 x,5,Anderer Schulabschluss,Other school leaving certificate (please state),lsab7 x
soep-is,soep-is-2013-a,lsab7 x,-1,Keine Angabe,No answer,lsab7 x
soep-is,soep-is-2013-a,lsab7 y,1,Abschluss 8. Klasse,Secondary School Degree,lsab7 y
soep-is,soep-is-2013-a,lsab7 y,2,Abschluss 10. Klasse,Intermediate School Degree,lsab7 y
soep-is,soep-is-2013-a,lsab7 y,3,Abitur (Hochschulreife),Upper Secondary School Degree,lsab7 y
soep-is,soep-is-2013-a,lsab7 y,4,Anderer Schulabschluss,Other Degree,lsab7 y
soep-is,soep-is-2013-a,lsab7 y,-1,Keine Angabe,No answer,lsab7 y
soep-is,soep-is-2013-a,lsab5,2,Abschluss einer Pflichtschule,"School, with degree",lsab5
soep-is,soep-is-2013-a,lsab5,3,Abschluss einer weiterführenden Schule,Vocational Extension School,lsab5
soep-is,soep-is-2013-a,lsab5,-1,Keine Angabe,No answer,lsab5
soep-is,soep-is-2013-a,lab01,1,Ja,Yes,lab01
soep-is,soep-is-2013-a,lab01,2,Nein,No,lab01
soep-is,soep-is-2013-a,lab01,-1,Keine Angabe,No answer,lab01
soep-is,soep-is-2013-a,paus1,1,Ja,Yes,paus1
soep-is,soep-is-2013-a,paus1,2,Nein,No,paus1
soep-is,soep-is-2013-a,paus1,-1,Keine Angabe,No answer,paus1
soep-is,soep-is-2013-a,paus2,1,Hauptschule,Lower secondary school (Hauptschule),paus2
soep-is,soep-is-2013-a,paus2,2,Realschule,Intermediate secondary school (Realschule),paus2
soep-is,soep-is-2013-a,paus2,3,Gymnasium,Upper secondary school (Gymnasium),paus2
soep-is,soep-is-2013-a,paus2,4,Gesamtschule,Comprehensive school (Gesamtschule),paus2
soep-is,soep-is-2013-a,paus2,5,"Abendrealschule, Abendgymnasium",Evening intermediate / upper secondary school (Abendrealschule / Abendgymnasium),paus2
soep-is,soep-is-2013-a,paus2,6,Fachoberschule,Specialized upper secondary school (Fachoberschule),paus2
soep-is,soep-is-2013-a,paus2,-1,Keine Angabe,No answer,paus2
soep-is,soep-is-2013-a,lal10a,1,Ja,Yes,lal10a
soep-is,soep-is-2013-a,lal10a,2,Nein,No,lal10a
soep-is,soep-is-2013-a,lal10a,-1,Keine Angabe,No answer,lal10a
soep-is,soep-is-2013-a,palo,1,Ja,Yes,palo
soep-is,soep-is-2013-a,palo,2,Nein,No,palo
soep-is,soep-is-2013-a,palo,-1,Keine Angabe,No answer,palo
soep-is,soep-is-2013-a,pend1,1,Ja,Yes,pend1
soep-is,soep-is-2013-a,pend1,2,Nein,No,pend1
soep-is,soep-is-2013-a,pend1,-1,Keine Angabe,No answer,pend1
soep-is,soep-is-2013-a,perw,1,Voll erwerbstätig,Employed full-time,perw
soep-is,soep-is-2013-a,perw,2,In Teilzeitbeschäftigung,Employed part-time,perw
soep-is,soep-is-2013-a,perw,3,"In betrieblicher Ausbildung, Lehre oder betrieblicher Umschulung",Completing in-service training (betriebliche Ausbildung) / apprenticeship (Lehre) / in-service retraining (betriebliche Umschulung),perw
soep-is,soep-is-2013-a,perw,4,Geringfügig oder unregelmäßig erwerbstätig,In marginal (geringfügig) or irregular employment (unregelmäßig erwerbstätig),perw
soep-is,soep-is-2013-a,perw,5,In Altersteilzeit mit Arbeitszeit Null,"In partial retirement, phase with zero working hours (Altersteilzeit mit Arbeitszeit Null)",perw
soep-is,soep-is-2013-a,perw,6,Freiwilliger Wehrdienst,Completing compulsory military service (Wehrpflicht),perw
soep-is,soep-is-2013-a,perw,7,"Freiwilliges soziales/ökologisches Jahr, Bundesfreiwilligendienst","A voluntary social/
ecological year (freiwilliges soziales/ökologisches Jahr) or in the federal volunteer service (Bundesfreiwilligendienst)",perw
soep-is,soep-is-2013-a,perw,9,Nicht erwerbstätig,Not employed,perw
soep-is,soep-is-2013-a,paz12,1,Ja,Yes,paz12
soep-is,soep-is-2013-a,paz12,2,Nein,No,paz12
soep-is,soep-is-2013-a,paz12,-1,Keine Angabe,No answer,paz12
soep-is,soep-is-2013-a,pbefr2,1,"Ja, ABM-Stelle","Yes, a job-creation measure (ABM)",pbefr2
soep-is,soep-is-2013-a,pbefr2,2,"Ja, gemeinnützige Arbeit (1-Euro-Job)","Yes, a 1-Euro Job (community work)",pbefr2
soep-is,soep-is-2013-a,pbefr2,3,Nein,No,pbefr2
soep-is,soep-is-2013-a,pbefr2,-1,Keine Angabe,No answer,pbefr2
soep-is,soep-is-2013-a,paz11,1,"Ja, Mini-Job (bis 450 Euro)","Yes, Mini-Job (up to 450 euros)",paz11
soep-is,soep-is-2013-a,paz11,2,"Ja, Midi-Job (451 bis 850 Euro)","Yes, Midi-Job (451 to 850 euro )",paz11
soep-is,soep-is-2013-a,paz11,3,Nein,No,paz11
soep-is,soep-is-2013-a,paz11,-1,Keine Angabe,No answer,paz11
soep-is,soep-is-2013-a,lstd,1,"Voll berufstätig, also mindestens 35 Wochenstunden","Employed full-time, at least 35 hours per week",lstd
soep-is,soep-is-2013-a,lstd,2,"Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden","Employed part-time, from 20 to 34 hours per week",lstd
soep-is,soep-is-2013-a,lstd,3,Geringfügig oder unregelmäßig beschäftigt,In marginal or irregular employment,lstd
soep-is,soep-is-2013-a,lstd,-1,Keine Angabe,No answer,lstd
soep-is,soep-is-2013-a,l0ed,1,Ja,Yes,l0ed
soep-is,soep-is-2013-a,l0ed,2,Nein,No,l0ed
soep-is,soep-is-2013-a,l0ed,-1,Keine Angabe,No answer,l0ed
soep-is,soep-is-2013-a,pnerw02,1,"Nein, ganz sicher nicht","No, definitely not",pnerw02
soep-is,soep-is-2013-a,pnerw02,2,Eher unwahrscheinlich,Probably not,pnerw02
soep-is,soep-is-2013-a,pnerw02,3,Wahrscheinlich,Probably,pnerw02
soep-is,soep-is-2013-a,pnerw02,4,Ganz sicher,Definitely,pnerw02
soep-is,soep-is-2013-a,pnerw02,-1,Keine Angabe,No answer,pnerw02
soep-is,soep-is-2013-a,pnerw10,1,Ja,Yes,pnerw10
soep-is,soep-is-2013-a,pnerw10,2,Nein,No,pnerw10
soep-is,soep-is-2013-a,pnerw10,-1,Keine Angabe,No answer,pnerw10
soep-is,soep-is-2013-a,pnerw09,1,Ja,Yes,pnerw09
soep-is,soep-is-2013-a,pnerw09,2,Nein,No,pnerw09
soep-is,soep-is-2013-a,pnerw09,-1,Keine Angabe,No answer,pnerw09
soep-is,soep-is-2013-a,poed,1,Ja,Yes,poed
soep-is,soep-is-2013-a,poed,2,Nein,No,poed
soep-is,soep-is-2013-a,poed,-1,Keine Angabe,No answer,poed
soep-is,soep-is-2013-a,x,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker, also in agriculture",x
soep-is,soep-is-2013-a,x,2,Angestellte,White-Collar Worker,x
soep-is,soep-is-2013-a,x,3,"Selbständige, einschl. mithelfende Familienangehörige",Self-employed (also those working for a self-employed family member),x
soep-is,soep-is-2013-a,x,4,"Beamte, einschließlich Richter und Berufssoldaten",Civil Servant,x
soep-is,soep-is-2013-a,x,5,Auszubildende und Praktikanten,Trainees and Assistants,x
soep-is,soep-is-2013-a,x,-1,Keine Angabe,No answer,x
soep-is,soep-is-2013-a,pvor1,1,Ja,Yes,pvor1
soep-is,soep-is-2013-a,pvor1,2,Nein,No,pvor1
soep-is,soep-is-2013-a,pvor1,-1,Keine Angabe,No answer,pvor1
soep-is,soep-is-2013-a,parb,1,Ungelernte Arbeiter,Unskilled worker (ungelernt),parb
soep-is,soep-is-2013-a,parb,2,Angelernte Arbeiter,Semi-skilled worker (angelernt),parb
soep-is,soep-is-2013-a,parb,3,Gelernte und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),parb
soep-is,soep-is-2013-a,parb,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter/ Kolonnenführer),parb
soep-is,soep-is-2013-a,parb,5,"Meister, Polier",Master craftsperson (Meister / Polierer),parb
soep-is,soep-is-2013-a,parb,-1,Keine Angabe,No answer,parb
soep-is,soep-is-2013-a,pang,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",pang
soep-is,soep-is-2013-a,pang,2,Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,pang
soep-is,soep-is-2013-a,pang,3,Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,pang
soep-is,soep-is-2013-a,pang,4,"Angestellte mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)",pang
soep-is,soep-is-2013-a,pang,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)",pang
soep-is,soep-is-2013-a,pang,6,"Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)",pang
soep-is,soep-is-2013-a,pang,-1,Keine Angabe,No answer,pang
soep-is,soep-is-2013-a,pamt,1,Einfacher Dienst,Lower level,pamt
soep-is,soep-is-2013-a,pamt,2,Mittlerer Dienst,Middle level,pamt
soep-is,soep-is-2013-a,pamt,3,Gehobener Dienst,Upper level,pamt
soep-is,soep-is-2013-a,pamt,4,Höherer Dienst,Executive level,pamt
soep-is,soep-is-2013-a,pamt,-1,Keine Angabe,No answer,pamt
soep-is,soep-is-2013-a,pazubi,1,Auszubildende im gewerblich-technischen Bereich,Apprentice / trainee in industry of technology,pazubi
soep-is,soep-is-2013-a,pazubi,2,Auszubildende im kaufmännischen Bereich,Apprentice / trainee in trade and commerce,pazubi
soep-is,soep-is-2013-a,pazubi,3,"Volontäre, Praktikanten und ähnliches","Volunteer, intern, etc",pazubi
soep-is,soep-is-2013-a,pazubi,-1,Keine Angabe,No answer,pazubi
soep-is,soep-is-2013-a,pzaf,1,Ja,Yes,pzaf
soep-is,soep-is-2013-a,pzaf,2,Nein,No,pzaf
soep-is,soep-is-2013-a,pzaf,-1,Keine Angabe,No answer,pzaf
soep-is,soep-is-2013-a,pbefr1,1,Unbefristeten Arbeitsvertrag,Permanent contract,pbefr1
soep-is,soep-is-2013-a,pbefr1,2,Befristetes Arbeitsverhältnis,Fixed-term contract,pbefr1
soep-is,soep-is-2013-a,pbefr1,-1,Keine Angabe,No answer,pbefr1
soep-is,soep-is-2013-a,pgesunt,1,unter 5 Beschäftigte,fewer than 5 employees,pgesunt
soep-is,soep-is-2013-a,pgesunt,2,5 bis 10 Beschäftigte,5-10 employees,pgesunt
soep-is,soep-is-2013-a,pgesunt,3,11 bis unter 20 Beschäftigte,11-19 employees,pgesunt
soep-is,soep-is-2013-a,pgesunt,4,20 bis unter 100 Beschäftigte,20-99 employees,pgesunt
soep-is,soep-is-2013-a,pgesunt,5,100 bis unter 200 Beschäftigte,100-199 employees,pgesunt
soep-is,soep-is-2013-a,pgesunt,6,200 bis unter 2000 Beschäftigte,"200-1,999 employees",pgesunt
soep-is,soep-is-2013-a,pgesunt,7,2000 und mehr Beschäftigte,2000 or more employees,pgesunt
soep-is,soep-is-2013-a,pgesunt,-1,Keine Angabe,No answer,pgesunt
soep-is,soep-is-2013-a,psst x2,1,Keine,None,psst x2
soep-is,soep-is-2013-a,psst x2,2,1-9,1-9,psst x2
soep-is,soep-is-2013-a,psst x2,3,10 und mehr,more than 10,psst x2
soep-is,soep-is-2013-a,psst x2,-1,Keine Angabe,No answer,psst x2
soep-is,soep-is-2013-a,pjob x,1,Ja,Yes,pjob x
soep-is,soep-is-2013-a,pjob x,2,Nein,No,pjob x
soep-is,soep-is-2013-a,pjob x,-1,Keine Angabe,No answer,pjob x
soep-is,soep-is-2013-a,lv03a,1,Ja,Yes,lv03a
soep-is,soep-is-2013-a,lv03a,2,Nein,No,lv03a
soep-is,soep-is-2013-a,lv03a,-1,keine Angabe,No answer,lv03a
soep-is,soep-is-2013-a,lv04,1,Ja,Yes,lv04
soep-is,soep-is-2013-a,lv04,2,Nein,No,lv04
soep-is,soep-is-2013-a,lv04,-1,keine Angabe,No answer,lv04
soep-is,soep-is-2013-a,lv05,1,Keinen Schulabschluss,None,lv05
soep-is,soep-is-2013-a,lv05,2,Volks- oder Hauptschulabschluss; DDR: 8. Klasse POS,Lower track (Volksschule / Hauptschule / 8th grade GDR),lv05
soep-is,soep-is-2013-a,lv05,3,"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),lv05
soep-is,soep-is-2013-a,lv05,4,"Abitur, Hochschulreife; DDR: EOS",Upper track (Abitur / Hochschulreife / DDR: EOS),lv05
soep-is,soep-is-2013-a,lv05,5,Anderen Schulabschluss,Other type of school,lv05
soep-is,soep-is-2013-a,lv05,6,Weiß nicht,Don't know,lv05
soep-is,soep-is-2013-a,lv05,-1,keine Angabe,No answer,lv05
soep-is,soep-is-2013-a,lv06,1,"Ja, berufliche Ausbildung","Yes, vocational training",lv06
soep-is,soep-is-2013-a,lv06,2,"Ja, Hochschulstudium","Yes, university degree",lv06
soep-is,soep-is-2013-a,lv06,3,"Nein, keine abgeschlossene Ausbildung","No, he did not complete training or a university degree",lv06
soep-is,soep-is-2013-a,lv06,4,Weiß nicht,Don't know,lv06
soep-is,soep-is-2013-a,lv06,-1,Keine Angabe,No answer,lv06
soep-is,soep-is-2013-a,lv12,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker, also in agriculture",lv12
soep-is,soep-is-2013-a,lv12,2,Angestellter,White-collar worker,lv12
soep-is,soep-is-2013-a,lv12,3,Beamter einschließlich Richter und Berufssoldat,Civil servant or public administration employee (including judges and professional soldiers),lv12
soep-is,soep-is-2013-a,lv12,4,Selbständiger beziehungsweise mithelfender Familienangehöriger,Self-employed (also those working for a self-employed family member),lv12
soep-is,soep-is-2013-a,lv12,5,War nicht erwerbstätig,Was not employed,lv12
soep-is,soep-is-2013-a,lv12,6,War verstorben,Was deceased,lv12
soep-is,soep-is-2013-a,lv12,7,Weiß nicht,Don't know,lv12
soep-is,soep-is-2013-a,lv12,-1,Keine Angabe,No answer,lv12
soep-is,soep-is-2013-a,lv08,1,Ungelernter Arbeiter,Unskilled worker (ungelernt),lv08
soep-is,soep-is-2013-a,lv08,2,Angelernter Arbeiter,Semi-skilled worker (angelernt),lv08
soep-is,soep-is-2013-a,lv08,3,Gelernter und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),lv08
soep-is,soep-is-2013-a,lv08,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter / Kolonnenführer),lv08
