study,questionnaire,answer_list,value,label_de,label
soep-is,soep-is-2013-f,142+16,3,Nein,No
soep-is,soep-is-2013-f,142+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,15+16,1,"Ja, ganz enthalten","Yes, completely included"
soep-is,soep-is-2013-f,15+16,2,"Ja, teilweise enthalten","Yes, partially included"
soep-is,soep-is-2013-f,15+16,3,Nein,No
soep-is,soep-is-2013-f,15+16,4,Weiß nicht,Don't know
soep-is,soep-is-2013-f,15+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,17+16,1,unter 250 Euro,Less than 250 euro
soep-is,soep-is-2013-f,17+16,2,250 bis unter 1.000 Euro,"From 250 to less than 1,000 euros"
soep-is,soep-is-2013-f,17+16,3,1.000 bis unter 2.500 Euro,"From 1,000 to less than 2,500 euros"
soep-is,soep-is-2013-f,17+16,4,2.500 bis unter 5.000 Euro,"From 2,500 to less than 5,000 euros"
soep-is,soep-is-2013-f,17+16,5,5.000 bis unter 10.000 Euro,"From 5,000 to less than 10,000 euros"
soep-is,soep-is-2013-f,17+16,6,10.000 Euro und mehr,"10,000 euros and more"
soep-is,soep-is-2013-f,17+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,172+16,2,Hier am Ort,Here in this town
soep-is,soep-is-2013-f,172+16,3,Woanders in Westdeutschland,Elsewhere in West Germany
soep-is,soep-is-2013-f,172+16,4,Woanders in Ostdeutschland,Elsewhere in East Germany
soep-is,soep-is-2013-f,172+16,5,Im Ausland,Abroad
soep-is,soep-is-2013-f,172+16,6,Ist verstorben,Deceased
soep-is,soep-is-2013-f,172+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,178+16,1,Hauptschule,Lower secondary school (Hauptschule)
soep-is,soep-is-2013-f,178+16,2,Realschule,Intermediate secondary school (Realschule)
soep-is,soep-is-2013-f,178+16,3,Gymnasium,Upper secondary school (Gymnasium)
soep-is,soep-is-2013-f,178+16,4,Gesamtschule,Comprehensive school (Gesamtschule)
soep-is,soep-is-2013-f,178+16,5,"Abendrealschule, Abendgymnasium",Evening intermediate / upper secondary school (Abendrealschule / Abendgymnasium)
soep-is,soep-is-2013-f,178+16,6,Fachoberschule,Specialized upper secondary school (Fachoberschule)
soep-is,soep-is-2013-f,178+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,18+16,1,Niedriger als 1.500 Euro,less than 1.500 euros
soep-is,soep-is-2013-f,18+16,2,Höher als 1.500 Euro,more than 1.500 euros
soep-is,soep-is-2013-f,18+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,185+16,1,Ja,Yes
soep-is,soep-is-2013-f,185+16,2,Nein,No
soep-is,soep-is-2013-f,185+16,3,Weiß nicht,Don't know
soep-is,soep-is-2013-f,185+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,188+16,1,Keine,None
soep-is,soep-is-2013-f,188+16,2,1-9,1-9
soep-is,soep-is-2013-f,188+16,3,10 und mehr,more than 10
soep-is,soep-is-2013-f,188+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,19+16,1,Niedriger als 750 Euro,less than 750 euros
soep-is,soep-is-2013-f,19+16,2,Höher als 750 Euro,more than 750 euros
soep-is,soep-is-2013-f,19+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,2+,1,männlich,Male
soep-is,soep-is-2013-f,2+,2,weiblich,Female
soep-is,soep-is-2013-f,20+16,1,Niedriger als 2.500 Euro,less than 2.500 euros
soep-is,soep-is-2013-f,20+16,2,Höher als 2.500 Euro,more than 2.500 euros
soep-is,soep-is-2013-f,20+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,21+16,1,Niedriger als 3.500 Euro,less than 3.500 euros
soep-is,soep-is-2013-f,21+16,2,Höher als 3.500 Euro,more than 3.500 euros
soep-is,soep-is-2013-f,21+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,22+16,1,Niedriger als 5.000 Euro,less than 5.000 euros
soep-is,soep-is-2013-f,22+16,2,Höher als 5.000 Euro,more than 5.000 euros
soep-is,soep-is-2013-f,22+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,230+16,1,Ungelernter Arbeiter,Unskilled worker (ungelernt)
soep-is,soep-is-2013-f,230+16,2,Angelernter Arbeiter,Semi-skilled worker (angelernt)
soep-is,soep-is-2013-f,230+16,3,Gelernter und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter)
soep-is,soep-is-2013-f,230+16,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter / KolonnenfÃ¼hrer)
soep-is,soep-is-2013-f,230+16,5,"Meister, Polier",Master craftsperson (Meister / Polierer)
soep-is,soep-is-2013-f,230+16,6,Weiß nicht,Don't know
soep-is,soep-is-2013-f,230+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,232+16,1,"Arbeiterin, auch in der Landwirtschaft","Blue-collar worker, also in agriculture"
soep-is,soep-is-2013-f,232+16,2,Angestellte,White-collar worker
soep-is,soep-is-2013-f,232+16,3,Beamtin einschließlich Richterin und Berufssoldatin,Civil servant or public administration employee (including judges and professional soldiers)
soep-is,soep-is-2013-f,232+16,4,Selbständige beziehungsweise mithelfende Familienangehörige,Self-employed (also those working for a self-employed family member)
soep-is,soep-is-2013-f,232+16,5,War nicht erwerbstätig,Was not employed
soep-is,soep-is-2013-f,232+16,6,War verstorben,Was deceased
soep-is,soep-is-2013-f,232+16,7,Weiß nicht,Don'<U+0092>t know
soep-is,soep-is-2013-f,232+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,27+16,1,Sehr selten,Very rarely
soep-is,soep-is-2013-f,27+16,2,Selten,Rarely
soep-is,soep-is-2013-f,27+16,3,Manchmal,Occasionally
soep-is,soep-is-2013-f,27+16,4,Oft,Often
soep-is,soep-is-2013-f,27+16,5,Sehr oft,Very often
soep-is,soep-is-2013-f,27+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,31+16,1,Sehr stark,Very much
soep-is,soep-is-2013-f,31+16,2,Stark,Much
soep-is,soep-is-2013-f,31+16,3,Nicht so stark,Not so much
soep-is,soep-is-2013-f,31+16,4,überhaupt nicht,Not at all
soep-is,soep-is-2013-f,31+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,321+,1,"Ja, beide","Yes, both"
soep-is,soep-is-2013-f,321+,2,Nur der Vater,Only my father
soep-is,soep-is-2013-f,321+,3,Nur die Mutter,Only my mother
soep-is,soep-is-2013-f,321+,4,"Nein, beide nicht","No, neither"
soep-is,soep-is-2013-f,33+25,1,Jede Woche,At least once a week
soep-is,soep-is-2013-f,33+25,2,Jeden Monat,At least once a month
soep-is,soep-is-2013-f,33+25,3,Seltener,Less often
soep-is,soep-is-2013-f,33+25,4,Nie,Never
soep-is,soep-is-2013-f,33+25,-1,KA,No answer
soep-is,soep-is-2013-f,392+,0,0 Gar nicht risikobereit,0 risk-avers
soep-is,soep-is-2013-f,392+,1,1,1
soep-is,soep-is-2013-f,392+,2,2,2
soep-is,soep-is-2013-f,392+,3,3,3
soep-is,soep-is-2013-f,392+,4,4,4
soep-is,soep-is-2013-f,392+,5,5,5
soep-is,soep-is-2013-f,392+,6,6,6
soep-is,soep-is-2013-f,392+,7,7,7
soep-is,soep-is-2013-f,392+,8,8,8
soep-is,soep-is-2013-f,392+,9,9,9
soep-is,soep-is-2013-f,392+,10,10 Sehr risikobereit,10 risk-prone
soep-is,soep-is-2013-f,42+16,1,"In der DDR, einschließlich Ostberlin","In East Germany, including East-berlin"
soep-is,soep-is-2013-f,42+16,2,"In der Bundesrepublik, einschließlich Westberlin","In West Germany, including West-Berlin"
soep-is,soep-is-2013-f,42+16,3,In einem anderen Land,In another country
soep-is,soep-is-2013-f,42+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,43+16,1,Diese hier,This one
soep-is,soep-is-2013-f,43+16,2,Die andere,The other one
soep-is,soep-is-2013-f,43+16,3,Beide Wohnungen etwa zu gleichen Teilen,They're approximately equal
soep-is,soep-is-2013-f,43+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,434+16,1,Fragen zum Kind beantworten,Answer questions on the child
soep-is,soep-is-2013-f,434+16,2,Fragen zum Kind überspringen,Skip questions on the child
soep-is,soep-is-2013-f,434+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,436+,1,… ist eher schüchtern,… tends to be shy
soep-is,soep-is-2013-f,436+,2,2,2
soep-is,soep-is-2013-f,436+,3,3,3
soep-is,soep-is-2013-f,436+,4,4,4
soep-is,soep-is-2013-f,436+,5,5,5
soep-is,soep-is-2013-f,436+,6,6,6
soep-is,soep-is-2013-f,436+,7,7,7
soep-is,soep-is-2013-f,436+,8,8,8
soep-is,soep-is-2013-f,436+,9,9,9
soep-is,soep-is-2013-f,436+,10,10,10
soep-is,soep-is-2013-f,436+,11,... ist eher kontaktfreudig,... tends to be outgoing
soep-is,soep-is-2013-f,437+,1,... ist eher konzentriert,... tends to be focused
soep-is,soep-is-2013-f,437+,2,2,2
soep-is,soep-is-2013-f,437+,3,3,3
soep-is,soep-is-2013-f,437+,4,4,4
soep-is,soep-is-2013-f,437+,5,5,5
soep-is,soep-is-2013-f,437+,6,6,6
soep-is,soep-is-2013-f,437+,7,7,7
soep-is,soep-is-2013-f,437+,8,8,8
soep-is,soep-is-2013-f,437+,9,9,9
soep-is,soep-is-2013-f,437+,10,10,10
soep-is,soep-is-2013-f,437+,11,... ist eher leicht ablenkbar,... tends to be easily distracted
soep-is,soep-is-2013-f,438+,1,... ist eher trotzig,... tends to be defiant
soep-is,soep-is-2013-f,438+,2,2,2
soep-is,soep-is-2013-f,438+,3,3,3
soep-is,soep-is-2013-f,438+,4,4,4
soep-is,soep-is-2013-f,438+,5,5,5
soep-is,soep-is-2013-f,438+,6,6,6
soep-is,soep-is-2013-f,438+,7,7,7
soep-is,soep-is-2013-f,438+,8,8,8
soep-is,soep-is-2013-f,438+,9,9,9
soep-is,soep-is-2013-f,438+,10,10,10
soep-is,soep-is-2013-f,438+,11,... ist eher folgsam,... tends to be obedient
soep-is,soep-is-2013-f,439+,1,... begreift eher schnell,... tends to be quick to understand
soep-is,soep-is-2013-f,439+,2,2,2
soep-is,soep-is-2013-f,439+,3,3,3
soep-is,soep-is-2013-f,439+,4,4,4
soep-is,soep-is-2013-f,439+,5,5,5
soep-is,soep-is-2013-f,439+,6,6,6
soep-is,soep-is-2013-f,439+,7,7,7
soep-is,soep-is-2013-f,439+,8,8,8
soep-is,soep-is-2013-f,439+,9,9,9
soep-is,soep-is-2013-f,439+,10,10,10
soep-is,soep-is-2013-f,439+,11,... braucht mehr Zeit,... needs more time
soep-is,soep-is-2013-f,440+16,1,Besucht keine Schule,Does not attend school
soep-is,soep-is-2013-f,440+16,2,"Grundschule, inkl. Förderstufe","Primary school, including transitional grades (Förderstufe)"
soep-is,soep-is-2013-f,440+16,3,Hauptschule,Secondary General School (Hauptschule)
soep-is,soep-is-2013-f,440+16,4,Realschule,Intermediate School (Realschule)
soep-is,soep-is-2013-f,440+16,5,Gymnasium,Upper Secondary (Gymnasium)
soep-is,soep-is-2013-f,440+16,6,Gesamtschule,Comprehensive School (Gesamtschule)
soep-is,soep-is-2013-f,440+16,7,Berufsschule,Vocational School (Berufsschule)
soep-is,soep-is-2013-f,440+16,8,Sonstige Schule,Other
soep-is,soep-is-2013-f,440+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,45+,1,m,male
soep-is,soep-is-2013-f,45+,2,w,female
soep-is,soep-is-2013-f,454+16,1,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen,I started working for the first time in my life
soep-is,soep-is-2013-f,454+16,2,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt,I returned to a previous employer after a break in employment
soep-is,soep-is-2013-f,454+16,3,Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb),I started a new job with a different employer (for temporary workers this includes working in a temporary job)
soep-is,soep-is-2013-f,454+16,4,Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig),I was hired by the company (in which I previously worked as an apprentice / in a job creation measure (ABM) / on a freelance basis)
soep-is,soep-is-2013-f,454+16,5,Habe innerhalb des Unternehmens die Stelle gewechselt,I changed positions within the same company
soep-is,soep-is-2013-f,454+16,7,Habe eine neue Tätigkeit als Selbständiger aufgenommen,I became self-employed
soep-is,soep-is-2013-f,454+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,46+,1,Januar,January
soep-is,soep-is-2013-f,46+,2,Februar,February
soep-is,soep-is-2013-f,46+,3,März,March
soep-is,soep-is-2013-f,46+,4,April,April
soep-is,soep-is-2013-f,46+,5,Mai,May
soep-is,soep-is-2013-f,46+,6,Juni,June
soep-is,soep-is-2013-f,46+,7,Juli,July
soep-is,soep-is-2013-f,46+,8,August,August
soep-is,soep-is-2013-f,46+,9,September,September
soep-is,soep-is-2013-f,46+,10,Oktober,October
soep-is,soep-is-2013-f,46+,11,November,November
soep-is,soep-is-2013-f,46+,12,Dezember,December
soep-is,soep-is-2013-f,464+16,1,eher angenehm,rather pleasant
soep-is,soep-is-2013-f,464+16,2,eher unangenehm,rather unpleasant
soep-is,soep-is-2013-f,464+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,465+16,1,Zu Hause,At home
soep-is,soep-is-2013-f,465+16,2,Auf der Arbeit,At work
soep-is,soep-is-2013-f,465+16,3,Woanders,Somewhere else
soep-is,soep-is-2013-f,465+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,470+16,1972,1972,1972
soep-is,soep-is-2013-f,470+16,1973,1973,1973
soep-is,soep-is-2013-f,470+16,1974,1974,1974
soep-is,soep-is-2013-f,470+16,1975,1975,1975
soep-is,soep-is-2013-f,470+16,1976,1976,1976
soep-is,soep-is-2013-f,470+16,1977,1977,1977
soep-is,soep-is-2013-f,470+16,1978,1978,1978
soep-is,soep-is-2013-f,470+16,1979,1979,1979
soep-is,soep-is-2013-f,470+16,1980,1980,1980
soep-is,soep-is-2013-f,470+16,98,Nein,No
soep-is,soep-is-2013-f,470+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,471+16,1981,1981,1981
soep-is,soep-is-2013-f,471+16,1982,1982,1982
soep-is,soep-is-2013-f,471+16,1983,1983,1983
soep-is,soep-is-2013-f,471+16,1984,1984,1984
soep-is,soep-is-2013-f,471+16,1985,1985,1985
soep-is,soep-is-2013-f,471+16,1986,1986,1986
soep-is,soep-is-2013-f,471+16,1987,1987,1987
soep-is,soep-is-2013-f,471+16,1988,1988,1988
soep-is,soep-is-2013-f,471+16,1989,1989,1989
soep-is,soep-is-2013-f,471+16,1990,1990,1990
soep-is,soep-is-2013-f,471+16,98,Nein,No
soep-is,soep-is-2013-f,471+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,472+16,1991,1991,1991
soep-is,soep-is-2013-f,472+16,1992,1992,1992
soep-is,soep-is-2013-f,472+16,1993,1993,1993
soep-is,soep-is-2013-f,472+16,1994,1994,1994
soep-is,soep-is-2013-f,472+16,1995,1995,1995
soep-is,soep-is-2013-f,472+16,1996,1996,1996
soep-is,soep-is-2013-f,472+16,1997,1997,1997
soep-is,soep-is-2013-f,472+16,1998,1998,1998
soep-is,soep-is-2013-f,472+16,1999,1999,1999
soep-is,soep-is-2013-f,472+16,2000,2000,2000
soep-is,soep-is-2013-f,472+16,98,Nein,No
soep-is,soep-is-2013-f,472+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,473+16,2001,2001,2001
soep-is,soep-is-2013-f,473+16,2002,2002,2002
soep-is,soep-is-2013-f,473+16,2003,2003,2003
soep-is,soep-is-2013-f,473+16,2004,2004,2004
soep-is,soep-is-2013-f,473+16,2005,2005,2005
soep-is,soep-is-2013-f,473+16,2006,2006,2006
soep-is,soep-is-2013-f,473+16,2007,2007,2007
soep-is,soep-is-2013-f,473+16,2008,2008,2008
soep-is,soep-is-2013-f,473+16,2009,2009,2009
soep-is,soep-is-2013-f,473+16,2010,2010,2010
soep-is,soep-is-2013-f,473+16,98,Nein,No
soep-is,soep-is-2013-f,473+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,474+,2011,2011,2011
soep-is,soep-is-2013-f,474+,2012,2012,2012
soep-is,soep-is-2013-f,474+,2013,2013,2013
soep-is,soep-is-2013-f,476+16,1,Stimme voll zu,Agree completely
soep-is,soep-is-2013-f,476+16,2,Stimme eher zu,Rather agree
soep-is,soep-is-2013-f,476+16,3,Lehne eher ab,Rather Disagree
soep-is,soep-is-2013-f,476+16,4,Lehne voll ab,Totally disagree
soep-is,soep-is-2013-f,476+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,477+,0,0 Sehr ungeduldig,0 Very impatient
soep-is,soep-is-2013-f,477+,1,1,1
soep-is,soep-is-2013-f,477+,2,2,2
soep-is,soep-is-2013-f,477+,3,3,3
soep-is,soep-is-2013-f,477+,4,4,4
soep-is,soep-is-2013-f,477+,5,5,5
soep-is,soep-is-2013-f,477+,6,6,6
soep-is,soep-is-2013-f,477+,7,7,7
soep-is,soep-is-2013-f,477+,8,8,8
soep-is,soep-is-2013-f,477+,9,9,9
soep-is,soep-is-2013-f,477+,10,10 Sehr geduldig,10 Very patient
soep-is,soep-is-2013-f,478+,0,0 Gar nicht impulsiv,0 Not at all impulsive
soep-is,soep-is-2013-f,478+,1,1,1
soep-is,soep-is-2013-f,478+,2,2,2
soep-is,soep-is-2013-f,478+,3,3,3
soep-is,soep-is-2013-f,478+,4,4,4
soep-is,soep-is-2013-f,478+,5,5,5
soep-is,soep-is-2013-f,478+,6,6,6
soep-is,soep-is-2013-f,478+,7,7,7
soep-is,soep-is-2013-f,478+,8,8,8
soep-is,soep-is-2013-f,478+,9,9,9
soep-is,soep-is-2013-f,478+,10,10 Sehr impulsiv,10 Very impulsive
soep-is,soep-is-2013-f,479+,1,Stimme überhaupt nicht zu,Completely disagree
soep-is,soep-is-2013-f,479+,2,Stimme eher nicht zu,Rather disagree
soep-is,soep-is-2013-f,479+,3,Stimme weder zu noch lehne ich ab,Neither agree nor disagree
soep-is,soep-is-2013-f,479+,4,Stimme eher zu,Rather agree
soep-is,soep-is-2013-f,479+,5,Stimme voll und ganz zu,Completely agree
soep-is,soep-is-2013-f,479+,6,Weiß nicht,Don't know
soep-is,soep-is-2013-f,479+,7,Keine Angabe,No Answer
soep-is,soep-is-2013-f,48+16,1,U1,U1
soep-is,soep-is-2013-f,48+16,2,U2,U2
soep-is,soep-is-2013-f,48+16,3,U3,U3
soep-is,soep-is-2013-f,48+16,4,U4,U4
soep-is,soep-is-2013-f,48+16,5,U5,U5
soep-is,soep-is-2013-f,48+16,6,U6,U6
soep-is,soep-is-2013-f,48+16,7,U7,U7
soep-is,soep-is-2013-f,48+16,8,U8,U8
soep-is,soep-is-2013-f,48+16,9,U9,U9
soep-is,soep-is-2013-f,48+16,10,Es wurde keine dieser Untersuchungen durchgeführt,Not undergone any of these examinations
soep-is,soep-is-2013-f,48+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,480+16,1,1 Trifft überhaupt nicht zu,not agree at all
soep-is,soep-is-2013-f,480+16,2,2,2
soep-is,soep-is-2013-f,480+16,3,3,3
soep-is,soep-is-2013-f,480+16,4,4,4
soep-is,soep-is-2013-f,480+16,5,5,5
soep-is,soep-is-2013-f,480+16,6,6 Trifft vollkommen zu,agree completely
soep-is,soep-is-2013-f,480+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,481+,1,0% sicher nicht,certainly not
soep-is,soep-is-2013-f,481+,2,"10,00%",extremely unlikely
soep-is,soep-is-2013-f,481+,3,"20,00%",very unlikely
soep-is,soep-is-2013-f,481+,4,"30,00%",unlikely
soep-is,soep-is-2013-f,481+,5,"40,00%",somewhat unlikely
soep-is,soep-is-2013-f,481+,6,"50,00%",undecided
soep-is,soep-is-2013-f,481+,7,"60,00%",somewhat likely
soep-is,soep-is-2013-f,481+,8,"70,00%",likely
soep-is,soep-is-2013-f,481+,9,"80,00%",very likely
soep-is,soep-is-2013-f,481+,10,"90,00%",extremely likely
soep-is,soep-is-2013-f,481+,11,100% sicher,certain
soep-is,soep-is-2013-f,482+16,1,Im Verein,In a club
soep-is,soep-is-2013-f,482+16,2,Im Betrieb,within the company
soep-is,soep-is-2013-f,482+16,3,Bei kommerziellen Sportanbietern (z.B. Fitnessstudios),At commercial sports providers (e.g. gyms)
soep-is,soep-is-2013-f,482+16,4,In anderen Organisationen (z.B. Volkshochschule),In other organizations (e.g. community college)
soep-is,soep-is-2013-f,482+16,5,"Gemeinsam mit anderen, nicht in einer Organisation","Together with others, but not in an organization"
soep-is,soep-is-2013-f,482+16,6,"Für mich allein, nicht in einer  Organisation","Just for me alone, not in an organisation"
soep-is,soep-is-2013-f,482+16,7,Sonstiges,Elsewhere
soep-is,soep-is-2013-f,482+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,483+16,2,"Sportart, und zwar","sport, namely"
soep-is,soep-is-2013-f,483+16,1,Ich habe außerhalb der Schule keine weitere Sportart regelmäßig ausgeübt,I did not do any sport regularly beside sport in school
soep-is,soep-is-2013-f,483+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,484+16,1,Täglich,Daily
soep-is,soep-is-2013-f,484+16,2,Jede Woche,At least once a week
soep-is,soep-is-2013-f,484+16,3,Jeden Monat,At least once a month
soep-is,soep-is-2013-f,484+16,4,Seltener,More rarely
soep-is,soep-is-2013-f,484+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,485+16,1,SPD,SPD
soep-is,soep-is-2013-f,485+16,2,CDU,CDU
soep-is,soep-is-2013-f,485+16,3,CSU,CSU
soep-is,soep-is-2013-f,485+16,4,FDP,FDP
soep-is,soep-is-2013-f,485+16,5,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen
soep-is,soep-is-2013-f,485+16,6,Die Linke,Die Linke
soep-is,soep-is-2013-f,485+16,7,Republikaner/NPD,Republikaner/NPD
soep-is,soep-is-2013-f,485+16,26,Piratenpartei,Piratenpartei
soep-is,soep-is-2013-f,485+16,27,Alternative für Deutschland,Alternative für Deutschland
soep-is,soep-is-2013-f,485+16,8,Andere,Other(s)
soep-is,soep-is-2013-f,485+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,486+16,1,"Verheiratet, mit Ehepartner zusammenlebend","Married, living together"
soep-is,soep-is-2013-f,486+16,6,Eingetragene gleichgeschlechtliche Partnerschaft zusammenlebend,Registered same-sex partnership
soep-is,soep-is-2013-f,486+16,2,"Verheiratet, dauernd getrennt lebend","Married, living permanently separated"
soep-is,soep-is-2013-f,486+16,7,Eingetragene gleichgeschlechtliche Partnerschaft getrennt lebend,"Registered same-sex partnership (eingetragene gleichgeschlechtliche Partnerschaft), living separately"
soep-is,soep-is-2013-f,486+16,3,Ledig,Single
soep-is,soep-is-2013-f,486+16,4,Geschieden / eingetragene gleichgeschlechtliche Partnerschaft aufgehoben,Divorced / registered same-sex partnership annulled
soep-is,soep-is-2013-f,486+16,5,Verwitwet / Lebenspartner/-in aus eingetragener gleichgeschlechtlicher Partnerschaft verstorben,Widowed / life partner from registered same-sex partnership deceased
soep-is,soep-is-2013-f,486+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,487+16,1,"Ja, ich bin mit diesem Partner/dieser Partnerin verheiratet","Yes, I am married with this partner"
soep-is,soep-is-2013-f,487+16,2,"Ja, ich lebe mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft","Yes, I live with this partner in a registered same-sex partnership"
soep-is,soep-is-2013-f,487+16,3,Nein,No
soep-is,soep-is-2013-f,487+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,488+16,1,"Ja, war mit diesem Partner/dieser Partnerin verheiratet","Yes, I was married with this partner"
soep-is,soep-is-2013-f,488+16,2,"Ja, ich lebte damals mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft","Yes, I lived with this partner in a registered same-sex partnership"
soep-is,soep-is-2013-f,488+16,3,Nein,No
soep-is,soep-is-2013-f,488+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,489+16,1,Durch Scheidung / Aufhebung,by divorce / dissolution
soep-is,soep-is-2013-f,489+16,2,Durch Tod,by death
soep-is,soep-is-2013-f,489+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,49+16,1,"Ja, bei der U-Untersuchung","Yes, in one of the U-screenings"
soep-is,soep-is-2013-f,49+16,2,"Ja, bei einer anderen Untersuchung","Yes, in another check-up"
soep-is,soep-is-2013-f,49+16,3,Nein,No
soep-is,soep-is-2013-f,49+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,490+16,1,Sehr stark,Very strongly
soep-is,soep-is-2013-f,490+16,2,Stark,Strongly
soep-is,soep-is-2013-f,490+16,3,Weniger,Less
soep-is,soep-is-2013-f,490+16,4,Eigentlich gar nicht,Actually not at all
soep-is,soep-is-2013-f,490+16,-1,Keine Angabe,No answer
soep-is,soep-is-2013-f,491+,1,ist eher gesprächig,is rather talkative
soep-is,soep-is-2013-f,491+,2,2,2
soep-is,soep-is-2013-f,491+,3,3,3
soep-is,soep-is-2013-f,491+,4,4,4
soep-is,soep-is-2013-f,491+,5,5,5
soep-is,soep-is-2013-f,491+,6,6,6
soep-is,soep-is-2013-f,491+,7,7,7
soep-is,soep-is-2013-f,491+,8,8,8
soep-is,soep-is-2013-f,491+,9,9,9
soep-is,soep-is-2013-f,491+,10,10,10
soep-is,soep-is-2013-f,491+,11,ist eher still,is rather quiet
soep-is,soep-is-2013-f,492+,1,ist unordentlich,is messy
soep-is,soep-is-2013-f,492+,2,2,2
soep-is,soep-is-2013-f,492+,3,3,3
soep-is,soep-is-2013-f,492+,4,4,4
soep-is,soep-is-2013-f,492+,5,5,5
soep-is,soep-is-2013-f,492+,6,6,6
soep-is,soep-is-2013-f,492+,7,7,7
soep-is,soep-is-2013-f,492+,8,8,8
soep-is,soep-is-2013-f,492+,9,9,9
soep-is,soep-is-2013-f,492+,10,10,10
soep-is,soep-is-2013-f,492+,11,ist ordentlich,is neat
soep-is,soep-is-2013-f,493+,1,ist gutmütig,is good-natured
soep-is,soep-is-2013-f,493+,2,2,2
soep-is,soep-is-2013-f,493+,3,3,3
soep-is,soep-is-2013-f,493+,4,4,4
soep-is,soep-is-2013-f,493+,5,5,5
soep-is,soep-is-2013-f,493+,6,6,6
soep-is,soep-is-2013-f,493+,7,7,7
soep-is,soep-is-2013-f,493+,8,8,8
soep-is,soep-is-2013-f,493+,9,9,9
soep-is,soep-is-2013-f,493+,10,10,10
soep-is,soep-is-2013-f,493+,11,ist leicht reizbar,is easy irritated
soep-is,soep-is-2013-f,494+,1,ist wenig interressiert,is less interested
soep-is,soep-is-2013-f,494+,2,2,2
soep-is,soep-is-2013-f,494+,3,3,3
soep-is,soep-is-2013-f,494+,4,4,4
soep-is,soep-is-2013-f,494+,5,5,5
soep-is,soep-is-2013-f,494+,6,6,6
soep-is,soep-is-2013-f,494+,7,7,7
soep-is,soep-is-2013-f,494+,8,8,8
soep-is,soep-is-2013-f,494+,9,9,9
soep-is,soep-is-2013-f,494+,10,10,10
soep-is,soep-is-2013-f,494+,11,ist wissensdurstig,is curious to learn
soep-is,soep-is-2013-f,495+,1,hat Selbstvertrauen,is self-confident
soep-is,soep-is-2013-f,495+,2,2,2
soep-is,soep-is-2013-f,495+,3,3,3
soep-is,soep-is-2013-f,495+,4,4,4
soep-is,soep-is-2013-f,495+,5,5,5
