study,dataset,version,section,sectext,group,grouplabel,variable,waves,years,variabletext,references,contact,only_labeled_vals
soep-is,inno,2015,Variables in File INNO,,,,vrl201,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vrl202,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,VRL2a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig11,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig12,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig13,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig21,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig22,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig23,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig31,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig32,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig33,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig41,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig42,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig43,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig51,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig52,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vtvig53,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,vso1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,StartZeitVig,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,EndZeitVig,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra21,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra22,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra23,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra24,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra25,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra2ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,spra4,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl3s,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl3m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl4s,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl4m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl5,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl6,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl7s,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl7m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl8,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl9,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl10,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl11,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl12,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl13,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl13a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl13b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl13c,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl14,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl15,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl16,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl17,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl18,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl18a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19s,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19b1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19c,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19d1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19d2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19d3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl19e,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl20s,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl20m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl21s,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl21m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl22,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl231,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl232,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl233,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl234,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl235,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl236,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl237,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl238,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl239,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl2310,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl2311,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl2312,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl2313,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl25,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl25a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl25b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl26,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl26a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,schl26b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr23a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr07a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr08a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr09a1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr09a2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr10a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr11a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr12a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr13a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr14a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr15a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr24a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr25a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr16a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkrnoa,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr23b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr07b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr08b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr09b1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr09b2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr10b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr11b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr12b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr13b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr14b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr15b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr24b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr25b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkr16b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pkrnob,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,lot1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,lot2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,lot3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,lot4,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag4,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag5,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag6,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag7,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,tag8,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,umv11,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,umv12,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,umv2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,umv3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,wsplit,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w11a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w12a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w13a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w14a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w15a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w16a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w21a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w22a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w23a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w24a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w25a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w26a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w31a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w32a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w33a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w34a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w35a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w36a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w41a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w42a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w43a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w44a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w45a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w46a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w51a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w52a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w53a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w54a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w55a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w56a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w61a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w62a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w63a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w64a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w65a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w66a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w71a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w72a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w73a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w74a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w75a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w76a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w81a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w82a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w83a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w84a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w85a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w86a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w11b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w12b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w13b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w14b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w15b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w16b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w21b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w22b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w23b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w24b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w25b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w26b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w31b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w32b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w33b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w34b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w35b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w36b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w41b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w42b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w43b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w44b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w45b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w46b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w51b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w52b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w53b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w54b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w55b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w56b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w61b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w62b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w63b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w64b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w65b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w66b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w71b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w72b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w73b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w74b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w75b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w76b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w81b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w82b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w83b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w84b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w85b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,w86b,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabm1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabm2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabm3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabm4,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabm5,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabm6,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut4,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut5,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut6,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut7,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut8,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut9,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabaut10,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabsplit,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabr,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabd,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabj,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabn,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabfj,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabfn,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabrj,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabrn,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabb11,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabb12,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,iabb2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb01,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb02,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb03,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb04,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb05,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb06,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb07,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb08,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb09,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb10,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb11,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb12,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb13,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb14,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb15,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb16,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb17,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb18,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb19,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,leb20,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau3,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau4,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau9,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau10,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau5,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau6,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbauka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau71,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau81,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau111,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau72,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau82,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau112,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau122,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau132,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau73,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau83,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau113,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau123,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau133,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau74,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau84,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau114,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau124,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau134,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau79,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau89,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau119,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau129,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau139,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau710,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau810,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau1110,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau1210,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau1310,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau75,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau85,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau115,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau125,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hbau135,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn24,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn14,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn21,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn15,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn16,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn17,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn18,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn19,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn20,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn25,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn22,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,hwohn23,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren1,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren1ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren2,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren2ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren17,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren17ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren31,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren32,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren33,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren34,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren35,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren36,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren37,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren38,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren39,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren310,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren311,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren3ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren41,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren42,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren43,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren44,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren45,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren46,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren47,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren48,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren49,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren410,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren411,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren4ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren54,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren52,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren53,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren55,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren56,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren57,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren58,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren5ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren61m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren61j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren61ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren62m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren62j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren62ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren63m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren63j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren63ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren64m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren64j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren64ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren65m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren65j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren65ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren66m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren66j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren66ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren67m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren67j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren67ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren68m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren68j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren68ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren69m,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren69j,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren69ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren71,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren71ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren72,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren72ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren74,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren74ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren8,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren9,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren10,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren11,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren12,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren12ka,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren13a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren141a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren142a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren143a,,,,,,
soep-is,inno,2015,Variables in File INNO,,,,pren144a,,,,,,
