study_name,dataset_name,name,label,label_de
soep-is,inno,mem13,Would this be a Mini-Job?,Würde es sich hierbei um einen Minijob handeln?
soep-is,inno,sim01,Number Of Close Friends,Anzahl enger Freunde
soep-is,inno,sim02,How many acquaintances would you give your house-key?,Wie vielen Bekannten würden Sie Ihren Schlüssel anvertrauen?
soep-is,inno,sim03,Seizing the option for deferred compensation (pension scheme)?,Entgeltumwandlung für die Altersvorsorge wahrnehmen?
soep-is,inno,sim0401,"Just society: Enough food, housing, education, medicine for all","Gerechte Gesellschaft: genug Essen, Wohnen, Medizin, Bildung"
soep-is,inno,sim0402,Just society: Earning more the harder you work,Gerechte Gesellschaft: mehr verdienen bei harter Arbeit
soep-is,inno,sim0403,Just society: Same living conditions for all,Gerechte Gesellschaft: gleiche Lebensbedingungen für alle
soep-is,inno,sim0404,Just society: Advantages in live through good family background,Gerechte Gesellschaft: Vorteile im Leben durch -gute- Herkunft
soep-is,inno,sim0405,Just society: Caring for the needy and weak as a society,Gerechte Gesellschaft: Sorge für Hilfsbedürftige und Schwache
soep-is,inno,sim0406,Just society: Wealth and reputation beneficial in old age,"Gerechte Gesellschaft: im Alter profitieren von Ansehen, Wohlst."
soep-is,inno,sim0407,Just society: Small differences in income,Gerechte Gesellschaft: geringe Einkommensunterschiede
soep-is,inno,sim0408,Just society: Differences in income/wealth reflect performance.,Gerechte Gesellschaft: Unterschiede in Einkommen wg. Leistung
soep-is,inno,sim0409,"Just society: You should only get, what you work hard for.","Gerechte Gesellschaft: Jeder kriegt nur, was sie sich erarbeitet."
soep-is,inno,sim0410,Just society: Support for people with children/invalids,Gerechte Gesellschaft: Unterstützung für Leute mit Kindern etc.
soep-is,inno,sim0411,Just society: Equal distribution of income and wealth,Gerechte Gesellschaft: gleiche Verteilung d. Einkommens/Vermög.
soep-is,inno,sim0412,Just society: Better living conditions for upper class,Gerechte Gesellschaft: bessere Lebensbeding. für Oberschicht
soep-is,inno,sim05,Have you ever visited your home country?,Waren Sie jemals zu Besuch in Ihrem Herkunftsland?
soep-is,inno,sim06,How much do you feel at home in your home country?,Wie heimisch fühlen Sie sich in Ihrem Herkunftsland?
soep-is,inno,sim0701,Preferred language in media consumption,Bevorzugt gehörte Sprache beim Medienkonsum
soep-is,inno,im_fod,Innovative Module: Fear of Dementia,Innovatives Modul: Fear of Dementia
soep-is,inno,sim08,Fear of dementia,Angst vor Demenz
soep-is,inno,sim09,Assessment of own risk for developing dementia,Einschätzung des eigenen Demenzrisikos
soep-is,inno,sim1001,Estimation dementia: Memory degradation preventable,Einschätzung Demenz: Gedächtnisabbau lässt sich verhindern.
soep-is,inno,sim1002,Estimation dementia: Diagnosis would ruin my life.,Einschätzung Demenz: Diagnose würde Leben ruinieren.
soep-is,inno,im_adss,Innovative Module: Anxiety and Depression Short Scales,Innovatives Modul: Anxiety and Depression Short Scales
soep-is,inno,sim1201,"Depressive symptoms, last fortnight: Little joy/interests","Depressiven Züge, letzte 2 Wochen: wenig Interessen/Freude"
soep-is,inno,sim1202,"Depressive symptoms, last fortnight: Downcast, hopeless","Depressiven Züge, letzte 2 Wochen: niedergeschl., hoffnungslos"
soep-is,inno,sim1203,"Depressive symptoms, last fortnight: Nervous, anxious, tense","Depressiven Züge, letzte 2 Wochen: nervös, ängstlich, angespannt"
soep-is,inno,sim1204,"Depressive symptoms, last fortnight: Uncontrollable worries","Depressiven Züge, letzte 2 Wochen: Sorgen unkontrollierbar"
soep-is,inno,sim13a01,Healt Insurance Status (>31.12.2010): Change of ins. company,Krankenversicherungsstatus (>31.12.2010): Wechsel der Kasse
soep-is,inno,sim13a02,Healt Insurance Status (>31.12.2010): Change of status,Krankenversicherungsstatus (>31.12.2010): Änderung d. Status
soep-is,inno,sim13a03,Healt Insurance Status (>31.12.2010): New additional insurance,Krankenversicherungsstatus (>31.12.2010): Zusatzversicherung
soep-is,inno,sim13b01,Healt Insurance Status (>31.12.2009): Change of ins. Company,Krankenversicherungsstatus (>31.12.2009): Wechsel der Kasse
soep-is,inno,sim13b02,Healt Insurance Status (>31.12.2009): Change of status,Krankenversicherungsstatus (>31.12.2009): Änderung d. Status
soep-is,inno,sim13b03,Healt Insurance Status (>31.12.2009): New additional insurance,Krankenversicherungsstatus (>31.12.2009): Zusatzversicherung
soep-is,inno,im_film,Innovative Module: Movie,Innovatives Modul: Film
soep-is,inno,film01,Seen the movie,Film gesehen
soep-is,inno,film02,Showing the movie,Film zeigen
soep-is,inno,film03,Opinion about movie,Meinung zum Film
soep-is,inno,film0401,Movie is informative,Film informativ
soep-is,inno,film0402,Movie is entertaining/boring,Film unterhaltsam/langweilig
soep-is,inno,film0403,Movie believable/unlikely,Film glaubwürdig/unglaubwürdig
soep-is,inno,film0404,Movie is short/long,Film kurz/lang
soep-is,inno,film05,Recommendation on movie,Weiterempfehlung des Films
soep-is,inno,im_lng,Innovative Module: Foreign Languages,Innovatives Modul: Fremdsprachen
soep-is,inno,mspr,First language,Muttersprache
soep-is,inno,fspr1_1,Knowledge of foreign languages: Arabian,Fremdsprachenkenntnisse: arabisch
soep-is,inno,fspr1_2,Knowledge of foreign languages: Bulgarian,Fremdsprachenkenntnisse: bulgarisch
soep-is,inno,fspr1_3,Knowledge of foreign languages: Chinese,Fremdsprachenkenntnisse: chinesisch
soep-is,inno,fspr1_4,Knowledge of foreign languages: Danish,Fremdsprachenkenntnisse: dänisch
soep-is,inno,fspr1_5,Knowledge of foreign languages: German,Fremdsprachenkenntnisse: deutsch
soep-is,inno,fspr1_6,Knowledge of foreign languages: English,Fremdsprachenkenntnisse: englisch
soep-is,inno,fspr1_7,Knowledge of foreign languages: Finnish,Fremdsprachenkenntnisse: finnisch
soep-is,inno,fspr1_8,Knowledge of foreign languages: French,Fremdsprachenkenntnisse: französisch
soep-is,inno,fspr1_9,Knowledge of foreign languages: Greek,Fremdsprachenkenntnisse: griechisch
soep-is,inno,fspr1_10,Knowledge of foreign languages: Indian,Fremdsprachenkenntnisse: indisch
soep-is,inno,fspr1_11,Knowledge of foreign languages: Italian,Fremdsprachenkenntnisse: italienisch
soep-is,inno,fspr1_12,Knowledge of foreign languages: Japanese,Fremdsprachenkenntnisse: japanisch
soep-is,inno,fspr1_13,Knowledge of foreign languages: Dutch,Fremdsprachenkenntnisse: niederländisch
soep-is,inno,fspr1_14,Knowledge of foreign languages: Norwegian,Fremdsprachenkenntnisse: norwegisch
soep-is,inno,fspr1_15,Knowledge of foreign languages: Polish,Fremdsprachenkenntnisse: polnisch
soep-is,inno,fspr1_16,Knowledge of foreign languages: Portuguese,Fremdsprachenkenntnisse: portugiesisch
soep-is,inno,fspr1_17,Knowledge of foreign languages: Romanian,Fremdsprachenkenntnisse: rumänisch
soep-is,inno,fspr1_18,Knowledge of foreign languages: Russian,Fremdsprachenkenntnisse: russisch
soep-is,inno,fspr1_19,Knowledge of foreign languages: Swedish,Fremdsprachenkenntnisse: schwedisch
soep-is,inno,fspr1_20,Knowledge of foreign languages: Slowakian,Fremdsprachenkenntnisse: slowakisch
soep-is,inno,fspr1_21,Knowledge of foreign languages: Spanish,Fremdsprachenkenntnisse: spanisch
soep-is,inno,fspr1_22,Knowledge of foreign languages: Czech,Fremdsprachenkenntnisse: tschechisch
soep-is,inno,fspr1_23,Knowledge of foreign languages: Turkish,Fremdsprachenkenntnisse: türkisch
soep-is,inno,fspr1_24,Knowledge of foreign languages: Hungarian,Fremdsprachenkenntnisse: ungarisch
soep-is,inno,fspr1_99,No knowledge of foreign languages,keine Fremdsprachenkenntnisse
soep-is,inno,fspr2_1,Rating of language skills: Arabian,Einschätzung Sprachkenntnisse: arabisch
soep-is,inno,fspr2_2,Rating of language skills: Bulgarian,Einschätzung Sprachkenntnisse: bulgarisch
soep-is,inno,fspr2_3,Rating of language skills: Chinese,Einschätzung Sprachkenntnisse: chinesisch
soep-is,inno,fspr2_4,Rating of language skills: Danish,Einschätzung Sprachkenntnisse: dänisch
soep-is,inno,fspr2_5,Rating of language skills: German,Einschätzung Sprachkenntnisse: deutsch
soep-is,inno,fspr2_6,Rating of language skills: English,Einschätzung Sprachkenntnisse: englisch
soep-is,inno,fspr2_7,Rating of language skills: Finnish,Einschätzung Sprachkenntnisse: finnisch
soep-is,inno,fspr2_8,Rating of language skills: French,Einschätzung Sprachkenntnisse: französisch
soep-is,inno,fspr2_9,Rating of language skills: Greek,Einschätzung Sprachkenntnisse: griechisch
soep-is,inno,fspr2_10,Rating of language skills: Indian,Einschätzung Sprachkenntnisse: indisch
soep-is,inno,fspr2_11,Rating of language skills: Italian,Einschätzung Sprachkenntnisse: italienisch
soep-is,inno,fspr2_12,Rating of language skills: Japanese,Einschätzung Sprachkenntnisse: japanisch
soep-is,inno,fspr2_13,Rating of language skills: Dutch,Einschätzung Sprachkenntnisse: niederländisch
soep-is,inno,fspr2_14,Rating of language skills: Norwegian,Einschätzung Sprachkenntnisse: norwegisch
soep-is,inno,fspr2_15,Rating of language skills: Polish,Einschätzung Sprachkenntnisse: polnisch
soep-is,inno,fspr2_16,Rating of language skills: Portuguese,Einschätzung Sprachkenntnisse: portugiesisch
soep-is,inno,fspr2_17,Rating of language skills: Romanian,Einschätzung Sprachkenntnisse: rumänisch
soep-is,inno,fspr2_18,Rating of language skills: Russian,Einschätzung Sprachkenntnisse: russisch
soep-is,inno,fspr2_19,Rating of language skills: Swedish,Einschätzung Sprachkenntnisse: schwedisch
soep-is,inno,fspr2_20,Rating of language skills: Slowakian,Einschätzung Sprachkenntnisse: slowakisch
soep-is,inno,fspr2_21,Rating of language skills: Spanish,Einschätzung Sprachkenntnisse: spanisch
soep-is,inno,fspr2_22,Rating of language skills: Czech,Einschätzung Sprachkenntnisse: tschechisch
soep-is,inno,fspr2_23,Rating of language skills: Turkish,Einschätzung Sprachkenntnisse: türkisch
soep-is,inno,fspr2_24,Rating of language skills: Hungarian,Einschätzung Sprachkenntnisse: ungarisch
soep-is,inno,fspr3_1_1,Asking question in Arabian,Fragen auf arabisch stellen
soep-is,inno,fspr3_1_2,Describing short issues in Arabian,Kurze Sachverhalte auf arabisch beschreiben
soep-is,inno,fspr3_1_3,Telling stories in Arabian,Geschichten auf arabisch erzählen
soep-is,inno,fspr3_1_4,Flexible Use of Arabian in Job/Education/Studying,Flexibler Gebrauch von arabisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_1_5,Describing complex issues spontaneously/fluently in Arabian,Komplexe Sachverhalte in arabisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_1_9,No answer conc. the applied language competence Arabian,Keine Angabe zur angewandten Sprachkompetenz arabisch
soep-is,inno,fspr3_2_1,Asking question in Bulgarian,Fragen auf bulgarisch stellen
soep-is,inno,fspr3_2_2,Describing short issues in Bulgarian,Kurze Sachverhalte auf bulgarisch beschreiben
soep-is,inno,fspr3_2_3,Telling stories in Bulgarian,Geschichten auf bulgarisch erzählen
soep-is,inno,fspr3_2_4,Flexible Use of Bulgarian in Job/Education/Studying,Flexibler Gebrauch von bulgarisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_2_5,Describing complex issues spontaneously/fluently in Bulgarian,Komplexe Sachverhalte in bulgarisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_2_9,No answer conc. the applied language competence Bulgarian,Keine Angabe zur angewandten Sprachkompetenz bulgarisch
soep-is,inno,fspr3_3_1,Asking question in Chinese,Fragen auf Chinesisch stellen
soep-is,inno,fspr3_3_2,Describing short issues in Chinese,Kurze Sachverhalte auf chinesisch beschreiben
soep-is,inno,fspr3_3_3,Telling stories in Chinese,Geschichten auf chinesisch erzählen
soep-is,inno,fspr3_3_4,Flexible Use of Chinese in Job/Education/Studying,Flexibler Gebrauch von chinesisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_3_5,Describing complex issues spontaneously/fluently in Chinese,Komplexe Sachverhalte in chinesisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_3_9,No answer conc. the applied language competence Chinese,Keine Angabe zur angewandten Sprachkompetenz chinesisch
soep-is,inno,fspr3_4_1,Asking question in Danish,Fragen auf dänisch stellen
soep-is,inno,fspr3_4_2,Describing short issues in Danish,Kurze Sachverhalte auf dänisch beschreiben
soep-is,inno,fspr3_4_3,Telling stories in Danish,Geschichten auf dänisch erzählen
soep-is,inno,fspr3_4_4,Flexible Use of Danish in Job/Education/Studying,Flexibler Gebrauch von dänisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_4_5,Describing complex issues spontaneously/fluently in Danish,Komplexe Sachverhalte in dänisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_4_9,No answer conc. the applied language competence Danish,Keine Angabe zur angewandten Sprachkompetenz dänisch
soep-is,inno,fspr3_5_1,Asking question in German,Fragen auf deutsch stellen
soep-is,inno,fspr3_5_2,Describing short issues in German,Kurze Sachverhalte auf deutsch beschreiben
soep-is,inno,fspr3_5_3,Telling stories in German,Geschichten auf deutsch erzählen
soep-is,inno,fspr3_5_4,Flexible Use of German in Job/Education/Studying,Flexibler Gebrauch von deutsch im Beruf/Ausb./Studium
soep-is,inno,fspr3_5_5,Describing complex issues spontaneously/fluently in German,Komplexe Sachverhalte in deutsch spontan/flüssig ausdrücken
soep-is,inno,fspr3_5_9,No answer conc. the applied language competence German,Keine Angabe zur angewandten Sprachkompetenz deutsch
soep-is,inno,fspr3_6_1,Asking question in English,Fragen auf englisch stellen
soep-is,inno,fspr3_6_2,Describing short issues in English,Kurze Sachverhalte auf englisch beschreiben
soep-is,inno,fspr3_6_3,Telling stories in English,Geschichten auf englisch erzählen
soep-is,inno,fspr3_6_4,Flexible Use of English in Job/Education/Studying,Flexibler Gebrauch von englisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_6_5,Describing complex issues spontaneously/fluently in English,Komplexe Sachverhalte in englisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_6_9,No answer conc. the applied language competence English,Keine Angabe zur angewandten Sprachkompetenz englisch
soep-is,inno,fspr3_7_1,Asking question in Finnish,Fragen auf finnisch stellen
soep-is,inno,fspr3_7_2,Describing short issues in Finnish,Kurze Sachverhalte auf finnisch beschreiben
soep-is,inno,fspr3_7_3,Telling stories in Finnish,Geschichten auf finnisch erzählen
soep-is,inno,fspr3_7_4,Flexible Use of Finnish in Job/Education/Studying,Flexibler Gebrauch von finnisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_7_5,Describing complex issues spontaneously/fluently in Finnish,Komplexe Sachverhalte in finnisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_7_9,No answer conc. the applied language competence Finnish,Keine Angabe zur angewandten Sprachkompetenz finnisch
soep-is,inno,fspr3_8_1,Asking question in French,Fragen auf französisch stellen
soep-is,inno,fspr3_8_2,Describing short issues in French,Kurze Sachverhalte auf französisch beschreiben
soep-is,inno,fspr3_8_3,Telling stories in French,Geschichten auf französisch erzählen
soep-is,inno,fspr3_8_4,Flexible Use of French in Job/Education/Studying,Flexibler Gebrauch von französisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_8_5,Describing complex issues spontaneously/fluently in French,Komplexe Sachverhalte in französisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_8_9,No answer conc. the applied language competence French,Keine Angabe zur angewandten Sprachkompetenz französisch
soep-is,inno,fspr3_9_1,Asking question in Greek,Fragen auf griechisch stellen
soep-is,inno,fspr3_9_2,Describing short issues in Greek,Kurze Sachverhalte auf griechisch beschreiben
soep-is,inno,fspr3_9_3,Telling stories in Greek,Geschichten auf griechisch erzählen
soep-is,inno,fspr3_9_4,Flexible Use of Greek in Job/Education/Studying,Flexibler Gebrauch von griechisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_9_5,Describing complex issues spontaneously/fluently in Greek,Komplexe Sachverhalte in griechisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_9_9,No answer conc. the applied language competence Greek,Keine Angabe zur angewandten Sprachkompetenz griechisch
soep-is,inno,fspr3_10_1,Asking question in Indian,Fragen auf indisch stellen
soep-is,inno,fspr3_10_2,Describing short issues in Indian,Kurze Sachverhalte auf indisch beschreiben
soep-is,inno,fspr3_10_3,Telling stories in Indian,Geschichten auf indisch erzählen
soep-is,inno,fspr3_10_4,Flexible Use of Indian in Job/Education/Studying,Flexibler Gebrauch von indisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_10_5,Describing complex issues spontaneously/fluently in Indian,Komplexe Sachverhalte in indisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_10_9,No answer conc. the applied language competence Indian,Keine Angabe zur angewandten Sprachkompetenz indisch
soep-is,inno,fspr3_11_1,Asking question in Italian,Fragen auf italienisch stellen
soep-is,inno,fspr3_11_2,Describing short issues in Italian,Kurze Sachverhalte auf italienisch beschreiben
soep-is,inno,fspr3_11_3,Telling stories in Italian,Geschichten auf italienisch erzählen
soep-is,inno,fspr3_11_4,Flexible Use of Italian in Job/Education/Studying,Flexibler Gebrauch von italienisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_11_5,Describing complex issues spontaneously/fluently in Italian,Komplexe Sachverhalte in italienisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_11_9,No answer conc. the applied language competence Italian,Keine Angabe zur angewandten Sprachkompetenz italienisch
soep-is,inno,fspr3_12_1,Asking question in Japanese,Fragen auf japanisch stellen
soep-is,inno,fspr3_12_2,Describing short issues in Japanese,Kurze Sachverhalte auf japanisch beschreiben
soep-is,inno,fspr3_12_3,Telling stories in Japanese,Geschichten auf japanisch erzählen
soep-is,inno,fspr3_12_4,Flexible Use of Japanese in Job/Education/Studying,Flexibler Gebrauch von japanisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_12_5,Describing complex issues spontaneously/fluently in Japanese,Komplexe Sachverhalte in japanisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_12_9,No answer conc. the applied language competence Japanese,Keine Angabe zur angewandten Sprachkompetenz japanisch
soep-is,inno,fspr3_13_1,Asking question in Dutch,Fragen auf niederländisch stellen
soep-is,inno,fspr3_13_2,Describing short issues in Dutch,Kurze Sachverhalte auf niederländisch beschreiben
soep-is,inno,fspr3_13_3,Telling stories in Dutch,Geschichten auf niederländisch erzählen
soep-is,inno,fspr3_13_4,Flexible Use of Dutch in Job/Education/Studying,Flexibler Gebrauch von niederländisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_13_5,Describing complex issues spontaneously/fluently in Dutch,Komplexe Sachverhalte in niederländ. spontan/flüssig ausdrücken
soep-is,inno,fspr3_13_9,No answer conc. the applied language competence Dutch,Keine Angabe zur angewandten Sprachkompetenz niederländisch
soep-is,inno,fspr3_14_1,Asking question in Norwegian,Fragen auf norwegisch stellen
soep-is,inno,fspr3_14_2,Describing short issues in Norwegian,Kurze Sachverhalte auf norwegisch beschreiben
soep-is,inno,fspr3_14_3,Telling stories in Norwegian,Geschichten auf norwegisch erzählen
soep-is,inno,fspr3_14_4,Flexible Use of Norwegian in Job/Education/Studying,Flexibler Gebrauch von norwegisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_14_5,Describing complex issues spontaneously/fluently in Norwegian,Komplexe Sachverhalte in norwegisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_14_9,No answer conc. the applied language competence Norwegian,Keine Angabe zur angewandten Sprachkompetenz norwegisch
soep-is,inno,fspr3_15_1,Asking question in Polish,Fragen auf polnisch stellen
soep-is,inno,fspr3_15_2,Describing short issues in Polish,Kurze Sachverhalte auf polnisch beschreiben
soep-is,inno,fspr3_15_3,Telling stories in Polish,Geschichten auf polnisch erzählen
soep-is,inno,fspr3_15_4,Flexible Use of Polish in Job/Education/Studying,Flexibler Gebrauch von polnisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_15_5,Describing complex issues spontaneously/fluently in Polish,Komplexe Sachverhalte in polnisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_15_9,No answer conc. the applied language competence Polish,Keine Angabe zur angewandten Sprachkompetenz polnisch
soep-is,inno,fspr3_16_1,Asking question in Portuguese,Fragen auf portugiesisch stellen
soep-is,inno,fspr3_16_2,Describing short issues in Portuguese,Kurze Sachverhalte auf portugiesisch beschreiben
soep-is,inno,fspr3_16_3,Telling stories in Portuguese,Geschichten auf portugiesisch erzählen
soep-is,inno,fspr3_16_4,Flexible Use of Portuguese in Job/Education/Studying,Flexibler Gebrauch von portugiesisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_16_5,Describing complex issues spontaneously/fluently in Portuguese,Komplexe Sachverhalte in portugies. spontan/flüssig ausdrücken
soep-is,inno,fspr3_16_9,No answer conc. the applied language competence Portuguese,Keine Angabe zur angewandten Sprachkompetenz portugiesisch
soep-is,inno,fspr3_17_1,Asking question in Romanian,Fragen auf rumänisch stellen
soep-is,inno,fspr3_17_2,Describing short issues in Romanian,Kurze Sachverhalte auf rumänisch beschreiben
soep-is,inno,fspr3_17_3,Telling stories in Romanian,Geschichten auf rumänisch erzählen
soep-is,inno,fspr3_17_4,Flexible Use of Romanian in Job/Education/Studying,Flexibler Gebrauch von rumänisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_17_5,Describing complex issues spontaneously/fluently in Romanian,Komplexe Sachverhalte in rumänisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_17_9,No answer conc. the applied language competence Romanian,Keine Angabe zur angewandten Sprachkompetenz rumänisch
soep-is,inno,fspr3_18_1,Asking question in Russian,Fragen auf russisch stellen
soep-is,inno,fspr3_18_2,Describing short issues in Russian,Kurze Sachverhalte auf russisch beschreiben
soep-is,inno,fspr3_18_3,Telling stories in Russian,Geschichten auf russisch erzählen
soep-is,inno,fspr3_18_4,Flexible Use of Russian in Job/Education/Studying,Flexibler Gebrauch von russisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_18_5,Describing complex issues spontaneously/fluently in Russian,Komplexe Sachverhalte in russisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_18_9,No answer conc. the applied language competence Russian,Keine Angabe zur angewandten Sprachkompetenz russisch
soep-is,inno,fspr3_19_1,Asking question in Swedish,Fragen auf schwedisch stellen
soep-is,inno,fspr3_19_2,Describing short issues in Swedish,Kurze Sachverhalte auf schwedisch beschreiben
soep-is,inno,fspr3_19_3,Telling stories in Swedish,Geschichten auf schwedisch erzählen
soep-is,inno,fspr3_19_4,Flexible Use of Swedish in Job/Education/Studying,Flexibler Gebrauch von schwedisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_19_5,Describing complex issues spontaneously/fluently in Swedish,Komplexe Sachverhalte in schwedisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_19_9,No answer conc. the applied language competence Swedish,Keine Angabe zur angewandten Sprachkompetenz schwedisch
soep-is,inno,fspr3_20_1,Asking question in Slowakian,Fragen auf slowakisch stellen
soep-is,inno,fspr3_20_2,Describing short issues in Slowakian,Kurze Sachverhalte auf slowakisch beschreiben
soep-is,inno,fspr3_20_3,Telling stories in Slowakian,Geschichten auf slowakisch erzählen
soep-is,inno,fspr3_20_4,Flexible Use of Slowakian in Job/Education/Studying,Flexibler Gebrauch von slowakisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_20_5,Describing complex issues spontaneously/fluently in Slowakian,Komplexe Sachverhalte in slowakisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_20_9,No answer conc. the applied language competence Slowakian,Keine Angabe zur angewandten Sprachkompetenz slowakisch
soep-is,inno,fspr3_21_1,Asking question in Spanish,Fragen auf spanisch stellen
soep-is,inno,fspr3_21_2,Describing short issues in Spanish,Kurze Sachverhalte auf spanisch beschreiben
soep-is,inno,fspr3_21_3,Telling stories in Spanish,Geschichten auf spanisch erzählen
soep-is,inno,fspr3_21_4,Flexible Use of Spanish in Job/Education/Studying,Flexibler Gebrauch von spanisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_21_5,Describing complex issues spontaneously/fluently in Spanish,Komplexe Sachverhalte in spanisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_21_9,No answer conc. the applied language competence Spanish,Keine Angabe zur angewandten Sprachkompetenz spanisch
soep-is,inno,fspr3_22_1,Asking question in Czech,Fragen auf tschechisch stellen
soep-is,inno,fspr3_22_2,Describing short issues in Czech,Kurze Sachverhalte auf tschechisch beschreiben
soep-is,inno,fspr3_22_3,Telling stories in Czech,Geschichten auf tschechisch erzählen
soep-is,inno,fspr3_22_4,Flexible Use of Czech in Job/Education/Studying,Flexibler Gebrauch von tschechisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_22_5,Describing complex issues spontaneously/fluently in Czech,Komplexe Sachverhalte in tschech. spontan/flüssig ausdrücken
soep-is,inno,fspr3_22_9,No answer conc. the applied language competence Czech,Keine Angabe zur angewandten Sprachkompetenz tschechisch
soep-is,inno,fspr3_23_1,Asking question in Turkish,Fragen auf türkisch stellen
soep-is,inno,fspr3_23_2,Describing short issues in Turkish,Kurze Sachverhalte auf türkisch beschreiben
soep-is,inno,fspr3_23_3,Telling stories in Turkish,Geschichten auf türkisch erzählen
soep-is,inno,fspr3_23_4,Flexible Use of Turkish in Job/Education/Studying,Flexibler Gebrauch von türkisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_23_5,Describing complex issues spontaneously/fluently in Turkish,Komplexe Sachverhalte in türkisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_23_9,No answer conc. the applied language competence Turkish,Keine Angabe zur angewandten Sprachkompetenz türkisch
soep-is,inno,fspr3_24_1,Asking question in Hungarian,Fragen auf ungarisch stellen
soep-is,inno,fspr3_24_2,Describing short issues in Hungarian,Kurze Sachverhalte auf ungarisch beschreiben
soep-is,inno,fspr3_24_3,Telling stories in Hungarian,Geschichten auf ungarisch erzählen
soep-is,inno,fspr3_24_4,Flexible Use of Hungarian in Job/Education/Studying,Flexibler Gebrauch von ungarisch im Beruf/Ausb./Studium
soep-is,inno,fspr3_24_5,Describing complex issues spontaneously/fluently in Hungarian,Komplexe Sachverhalte in ungarisch spontan/flüssig ausdrücken
soep-is,inno,fspr3_24_9,No answer conc. the applied language competence Hungarian,Keine Angabe zur angewandten Sprachkompetenz ungarisch
soep-is,inno,fspr4_1,Frequency of usage at home: Arabian,Frequenz Anwendung zu Hause: arabisch
soep-is,inno,fspr4_2,Frequency of usage at home: Bulgarian,Frequenz Anwendung zu Hause: bulgarisch
soep-is,inno,fspr4_3,Frequency of usage at home: Chinese,Frequenz Anwendung zu Hause: chinesisch
soep-is,inno,fspr4_4,Frequency of usage at home: Danish,Frequenz Anwendung zu Hause: dänisch
soep-is,inno,fspr4_5,Frequency of usage at home: German,Frequenz Anwendung zu Hause: deutsch
soep-is,inno,fspr4_6,Frequency of usage at home: English,Frequenz Anwendung zu Hause: englisch
soep-is,inno,fspr4_7,Frequency of usage at home: Finnish,Frequenz Anwendung zu Hause: finnisch
soep-is,inno,fspr4_8,Frequency of usage at home: French,Frequenz Anwendung zu Hause: französisch
soep-is,inno,fspr4_9,Frequency of usage at home: Greek,Frequenz Anwendung zu Hause: griechisch
soep-is,inno,fspr4_10,Frequency of usage at home: Indian,Frequenz Anwendung zu Hause: indisch
soep-is,inno,fspr4_11,Frequency of usage at home: Italian,Frequenz Anwendung zu Hause: italienisch
soep-is,inno,fspr4_12,Frequency of usage at home: Japanese,Frequenz Anwendung zu Hause: japanisch
soep-is,inno,fspr4_13,Frequency of usage at home: Dutch,Frequenz Anwendung zu Hause: niederländisch
soep-is,inno,fspr4_14,Frequency of usage at home: Norwegian,Frequenz Anwendung zu Hause: norwegisch
soep-is,inno,fspr4_15,Frequency of usage at home: Polish,Frequenz Anwendung zu Hause: polnisch
soep-is,inno,fspr4_16,Frequency of usage at home: Portuguese,Frequenz Anwendung zu Hause: portugiesisch
soep-is,inno,fspr4_17,Frequency of usage at home: Romanian,Frequenz Anwendung zu Hause: rumänisch
