study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-is,soep-is-2014-f,Q86,VORNAD1,2385,"Ich habe Schuldgefühle, wenn ich mich auf Kosten anderer bereichere.",,I feel guilty when I enrich myself at the expense of others.,,cat,586+16,,vornad1,,,,,Q86,,,
soep-is,soep-is-2014-f,Q86,VORNAD2,2385,"Es macht mir zu schaffen, wenn ich mir durch Tricks Dinge verschaffe, für die sich andere abrackern müssen.",,It bothers me when I use shortcuts to achieve something while others have to struggle for it.,,cat,586+16,,vornad2,,,,,Q86,,,
soep-is,soep-is-2014-f,Q861_intro,,2386,"Auf den nächsten Seiten sehen Sie jeweils fünf Wortbildung.
In jeder Reihe ist immer nur ein reales Wert der deutschen Sprache, des Ihnen bekannt sein kann. Wenn Sie es gefunden haben, zeigen Sie bitte darauf;
Sie müssen dazu den Bildschirm an der entprechenden Stelle berühren.
Wenn Sie auf einer Seite keines der Wörter kennen sollten, so raten Sie bitte.
Arbeiten Sie in Ihrem eigenen Tempo; es steht Ihnen so viel Zeit zur Verfügung, wie Sie brauchen.","Zeigen Sie dem Befragten, falls nötig, wie er das Wort seiner Wahl aktiviert und mit der „>“ - Taste zur nächsten kommt.","At the following pages you will see on each screen five word formations.
In each row is always just one real German word which you should know. If you find it, please point on it;
You have to touch the screen at the appropriate area.
If you do not know any of the words at a page, please guess.
Work at your own pace; you have as much time as you want.","Please show the interviewee, if necessary, how he can activate the word of his choice and how to get to the next page using “>”.",txt,,,,,,,,Q861_intro,,,
soep-is,soep-is-2014-f,Q861_intro,1,2386,"Bitte drehen Sie den Bildschirm so, dass der Befragte die Fragen selbst und unbeobachtet beantworten kann.",,"Please turn the screen that way, so the interviewee can answer the questions in person and unobserved.",,txt,,,,,,,,Q861_intro,,,
soep-is,soep-is-2014-f,Q861_intro,WORTTEST,2386,"Sollte eine Teilnahme an diesem Test aus dringenden Gründen nicht möglich sein (z.B. Sprachprobleme), können Sie Test hier abbrechen.",,"Should the participation in this test be impossible for important reasons (e.g. language problems), you can stop this test here.",,cat,587+,,worttest,,,,,Q861_intro,,,
soep-is,soep-is-2014-f,Q861_intro,WORTTESTNO,2386,[Test nicht durchführen weil:],,"[Do not conduct test, because:]",,chr,,,worttestno,,,,,,,,
soep-is,soep-is-2014-f,T8610,,2387,Welches ist das richtige Wort?,"Hier ist zum Beispiel das richtige Wort Bein.
Drücken Sie bitte darauf und blättern Sie dann weiter!",What is the right word?,"In this example the right word is “Bein”.
Please select it and page forward!",cat,588+,,f02501,Q861:WORTTEST=1,,,,T8610,,,
soep-is,soep-is-2014-f,T8611_1,,2388,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02502,Q861:WORTTEST=1,,,,T8611_1,,,
soep-is,soep-is-2014-f,T8611_2,,2389,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02503,Q861:WORTTEST=1,,,,T8611_2,,,
soep-is,soep-is-2014-f,T8611_3,,2390,Welches ist das richtige Wort?,,What is the right word?,,cat,590+,,f02504,Q861:WORTTEST=1,,,,T8611_3,,,
soep-is,soep-is-2014-f,T8611_4,,2391,Welches ist das richtige Wort?,,What is the right word?,,cat,591+,,f02505,Q861:WORTTEST=1,,,,T8611_4,,,
soep-is,soep-is-2014-f,T8611_5,,2392,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02506,Q861:WORTTEST=1,,,,T8611_5,,,
soep-is,soep-is-2014-f,T8611_6,,2393,Welches ist das richtige Wort?,,What is the right word?,,cat,590+,,f02507,Q861:WORTTEST=1,,,,T8611_6,,,
soep-is,soep-is-2014-f,T8611_7,,2394,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02508,Q861:WORTTEST=1,,,,T8611_7,,,
soep-is,soep-is-2014-f,T8611_8,,2395,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02509,Q861:WORTTEST=1,,,,T8611_8,,,
soep-is,soep-is-2014-f,T8611_9,,2396,Welches ist das richtige Wort?,,What is the right word?,,cat,591+,,f02510,Q861:WORTTEST=1,,,,T8611_9,,,
soep-is,soep-is-2014-f,T8611_10,,2397,Welches ist das richtige Wort?,,What is the right word?,,cat,590+,,f02511,Q861:WORTTEST=1,,,,T8611_10,,,
soep-is,soep-is-2014-f,T8611_11,,2398,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02512,Q861:WORTTEST=1,,,,T8611_11,,,
soep-is,soep-is-2014-f,T8611_12,,2399,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02513,Q861:WORTTEST=1,,,,T8611_12,,,
soep-is,soep-is-2014-f,T8611_13,,2400,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02514,Q861:WORTTEST=1,,,,T8611_13,,,
soep-is,soep-is-2014-f,T8611_14,,2401,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02515,Q861:WORTTEST=1,,,,T8611_14,,,
soep-is,soep-is-2014-f,T8611_15,,2402,Welches ist das richtige Wort?,,What is the right word?,,cat,591+,,f02516,Q861:WORTTEST=1,,,,T8611_15,,,
soep-is,soep-is-2014-f,T8611_16,,2403,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02517,Q861:WORTTEST=1,,,,T8611_16,,,
soep-is,soep-is-2014-f,T8611_17,,2404,Welches ist das richtige Wort?,,What is the right word?,,cat,591+,,f02518,Q861:WORTTEST=1,,,,T8611_17,,,
soep-is,soep-is-2014-f,T8611_18,,2405,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02519,Q861:WORTTEST=1,,,,T8611_18,,,
soep-is,soep-is-2014-f,T8611_19,,2406,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02520,Q861:WORTTEST=1,,,,T8611_19,,,
soep-is,soep-is-2014-f,T8611_20,,2407,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02521,Q861:WORTTEST=1,,,,T8611_20,,,
soep-is,soep-is-2014-f,T8611_21,,2408,Welches ist das richtige Wort?,,What is the right word?,,cat,590+,,f02522,Q861:WORTTEST=1,,,,T8611_21,,,
soep-is,soep-is-2014-f,T8611_22,,2409,Welches ist das richtige Wort?,,What is the right word?,,cat,590+,,f02523,Q861:WORTTEST=1,,,,T8611_22,,,
soep-is,soep-is-2014-f,T8611_23,,2410,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02524,Q861:WORTTEST=1,,,,T8611_23,,,
soep-is,soep-is-2014-f,T8611_24,,2411,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02525,Q861:WORTTEST=1,,,,T8611_24,,,
soep-is,soep-is-2014-f,T8611_25,,2412,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02526,Q861:WORTTEST=1,,,,T8611_25,,,
soep-is,soep-is-2014-f,T8611_26,,2413,Welches ist das richtige Wort?,,What is the right word?,,cat,591+,,f02527,Q861:WORTTEST=1,,,,T8611_26,,,
soep-is,soep-is-2014-f,T8611_27,,2414,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02528,Q861:WORTTEST=1,,,,T8611_27,,,
soep-is,soep-is-2014-f,T8611_28,,2415,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02529,Q861:WORTTEST=1,,,,T8611_28,,,
soep-is,soep-is-2014-f,T8611_29,,2416,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02530,Q861:WORTTEST=1,,,,T8611_29,,,
soep-is,soep-is-2014-f,T8611_30,,2417,Welches ist das richtige Wort?,,What is the right word?,,cat,590+,,f02531,Q861:WORTTEST=1,,,,T8611_30,,,
soep-is,soep-is-2014-f,T8611_31,,2418,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02532,Q861:WORTTEST=1,,,,T8611_31,,,
soep-is,soep-is-2014-f,T8611_32,,2419,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02533,Q861:WORTTEST=1,,,,T8611_32,,,
soep-is,soep-is-2014-f,T8611_33,,2420,Welches ist das richtige Wort?,,What is the right word?,,cat,589+,,f02534,Q861:WORTTEST=1,,,,T8611_33,,,
soep-is,soep-is-2014-f,T8611_34,,2421,Welches ist das richtige Wort?,,What is the right word?,,cat,591+,,f02535,Q861:WORTTEST=1,,,,T8611_34,,,
soep-is,soep-is-2014-f,T8611_35,,2422,Welches ist das richtige Wort?,,What is the right word?,,cat,592+,,f02536,Q861:WORTTEST=1,,,,T8611_35,,,
soep-is,soep-is-2014-f,T8611_36,,2423,Welches ist das richtige Wort?,,What is the right word?,,cat,588+,,f02537,Q861:WORTTEST=1,,,,T8611_36,,,
soep-is,soep-is-2014-f,T8612,,2424,Sie haben von 36 Wörtern insgesamt X Wörter richtig erkannt.,"Bitte drehen sie den Bildschirm um,
Die weitere Eingabe übernimmt wieder der Interviewer!",Among 36 words you recognized x words right.,"Please turn the screen.
The following entries are undertaken by the interviewer!",int,,,f025richtig,Q861:WORTTEST=1,,,,T8612,,,
soep-is,soep-is-2014-f,Q862_intro,,2425,"Wir haben einen kleinen Test für Sie vorbereitet, der „Zeichen- und Zahlentest“ genannt wird.
Diese Aufgabe können Sie zuerst üben. Betrachten Sie dazu bitte diese Leiste","Drehen Sie den Laptop so, dass die Befragungsperson mit hinein sehen kann.","We have prepared a little test for you, which is called “Signs and numbers”.
This exercise you can practice before. Please consider this row","Turn the laptop that way, so the interviewee can also look at the screen.",txt,,,,,,,,Q862_intro,,,
soep-is,soep-is-2014-f,Q862_intro,1,2425,"Bei dieser Aufgabe ist jeder Zahl von 1 bis 9 ein bestimmtes Zeichen zugeordnet (siehe obere Leiste).
Die folgende Aufgabe besteht darin, die richtigen Zahlen zu jedem Zeichen einzugeben, und zwar so schnell wie möglich.","Sollte eine Teilnahme an diesem Test aus dringenden Gründen nicht möglich sein (z.B. Sehbehinderung), können sie den Test hier abbrechen.","In this exercise there is for each number for 1 to 9 a certain sign assigned (see row above).
The task is to type the right numbers for each sign, and moreover as fast as possible.","Should the participation in this test be impossible for important reasons (e.g. visual impairment), you can stop this test here.",txt,,,,,,,,Q862_intro,,,
soep-is,soep-is-2014-f,Q862_intro,2,2425,Test starten,,start test,,txt,,,zzstart,,,,,Q862_intro,,,
soep-is,soep-is-2014-f,Q862_intro,3,2425,Test nicht durchführen weil:,,"Do not conduct test, because",,txt,,,zztesto,,,,,Q862_intro,,,
soep-is,soep-is-2014-f,Q862_zB,,2426,"Hier haben wir ein kleines Lösungsbeispiel:
<Zeichenfolge>
<Zahlenfolge>

<Aufgabe Zeichenfolge>
<Lösung Zahlenfolge>",,"Here we have an example for a solution:
<row of signs>
<row of numbers>

<task row of signs>
<solution row of numbers>",,txt,,,,Q862:ZZSTART=1,,,,Q862_zB,,,
soep-is,soep-is-2014-f,Q862_intro2,,2427,,"Bitte zeigen Sie der Befragungsperson, wie die Zahleneingabe mit den Tasten von 1 bis 9 funktioniert und wie man mit der Entertaste zur nächsten Seite kommt.","Bitte zeigen Sie der Befragungsperson, wie die Zahleneingabe mit den Tasten von 1 bis 9 funktioniert und wie man mit der Entertaste zur nächsten Seite kommt.","Please show the interviewee, how the numerical entry works with the keys from 1 to 9 and one can forward the page using the enter key.",txt,,,,Q862:ZZSTART=1,,,,Q862_intro2,,,
soep-is,soep-is-2014-f,Q862_intro2,1,2427,,"(Bei unseren Versuchen konnten wir das schnellste Ergebnis dadurch erzielen, dass die linke Hand zur Zahleneingabe verwendet wurde und die rechte Hand für die Entertaste.)","(Bei unseren Versuchen konnten wir das schnellste Ergebnis dadurch erzielen, dass die linke Hand zur Zahleneingabe verwendet wurde und die rechte Hand für die Entertaste.)",(Regarding our attempts we could yield the fastest result by using the left hand for typing in the numbers and the right hand for using the enter key.),txt,,,,,,,,Q862_intro2,,,
soep-is,soep-is-2014-f,Q862_intro2,2,2427,,"Beobachten sie bitte den gesamten Vorgang, um bei Eingabeproblemen helfen zu können. Sollte es dazu kommen, hinterlassen Sie bitte nach dem Test eine Notiz!","Beobachten sie bitte den gesamten Vorgang, um bei Eingabeproblemen helfen zu können. Sollte es dazu kommen, hinterlassen Sie bitte nach dem Test eine Notiz!","Please observe the whole process, so you can help in case of problems with the entry. Should this occur, please take a note after the test! ",txt,,,,,,,,Q862_intro2,,,
soep-is,soep-is-2014-f,Q862_intro2,3,2427,,Beeinflussen Sie die Befragungsperson auf keinen Fall bei der Zeichenerkennung.,Beeinflussen Sie die Befragungsperson auf keinen Fall bei der Zeichenerkennung.,In no case influence the interviewee regarding the recognition of signs.,txt,,,,,,,,Q862_intro2,,,
soep-is,soep-is-2014-f,Q862_intro2,4,2427,,Bitte übergeben Sie jetzt den Laptop der Befragungsperson.,Bitte übergeben Sie jetzt den Laptop der Befragungsperson.,Please hand over the laptop to the interviewee now.,txt,,,,,,,,Q862_intro2,,,
soep-is,soep-is-2014-f,Q862_intro2,5,2427,Sie können sich nun anhand einiger Beispiele mit dem Test vertraut machen.,,You can now get familiar with the test with the help of some examples.,,txt,,,,,,,,Q862_intro2,,,
soep-is,soep-is-2014-f,Q862_zB2,,2428,"Welche Zahl gehört zu dem Zeichen?
Zeichen:
Zahl:",Zahl eingeben und zügig zur nächsten Seite!,"What number belongs to that sign?
Sign:
Number:",Entry number and then speedy to the next page!,cat,593+,,f099_x,Q862:ZZSTART=1,,,,Q862_zB2,,,
soep-is,soep-is-2014-f,Q862_zB3,,2429,"Vielen Dank, das war das Beispiel. Jetzt kommt die eigentliche Aufgabe. Sie haben 1 ½ Minuten Zeit.","Der Test ist so angelegt, dass die Befragungsperson die Zahlen selbst eingibt.

Sollte dies aber aus irgendwelchen Gründen nicht möglich sein, kann die Eingabe ausnahmsweise durch den Interviewer erfolgen. Die Testanordnung ändert sich dann dahingehend, dass die Befragungsperson die zum Zeichen gehörende Zahl nennt und der Interviewer gibt die Zahl ein.","Thank you, that was an example. Now the real task follows. You have 1 1/2 minutes. Can we start?","The test is constructed that way, so the interviewee can type in the numbers in person.

Should this not be possible for any reasons, the entry can be maid by the interviewer as an exception. The test than changes to the effect, that the interviewee has to tell the interviewer the number and the interviewer types in.",txt,,,,Q862:ZZSTART=1,,,,Q862_zB3,,,
soep-is,soep-is-2014-f,Q862_zB3,1,2429,Können wir starten?,,Can we start?,,cat,594+,,f099a,,,,,Q862_zB3,,,
soep-is,soep-is-2014-f,Q8624,,2428,"Welche Zahl gehört zu dem Zeichen?
Zeichen:
Zahl:",Zahl eingeben und zügig zur nächsten Seite!,"What number belongs to that sign?
Sign:
Number:",Entry number and then speedy to the next page!,cat,593+,,f099_x,,,,,,,,
soep-is,soep-is-2014-f,Q862_end,,2430,Die 90 Sekunden sind abgelaufen.,,The 90 seconds are expired.,,txt,,,,,,,,Q862_end,,,
soep-is,soep-is-2014-f,Q862_end,F099richtig90,2430,"Sie haben insgesamt ... Zeichen eingegeben, davon waren … richtig.",,"You have typed in totally ... signs, among ... were right.",,int,,,f099richtig90,Q862:ZZSTART=1,,,,Q862_end,,,
soep-is,soep-is-2014-f,Q862_end,1,2430,"Vielen Dank, die Tests sind damit beendet.",,"Thank you very much, the tests are finished now.",,txt,,,,,,,,Q862_end,,,
soep-is,soep-is-2014-f,Q862_end,2,2430,Zur weiteren Befragung übernimmt der Interviewer wieder die Eingabe.,,For the further survey the interviewer takes over the entry again.,,txt,,,,,,,,Q862_end,,,
soep-is,soep-is-2014-f,Q88,,1384,Haben Sie die deutsche Staatsangehörigkeit?,,Do you have German citizenship?,,cat,1+16,,psta1,Q1:Lela=2,,,,Q88,,,
soep-is,soep-is-2014-f,Q89,,83,Welche Staatsangehörigkeit haben Sie?,,What is your country of citizenship?,,chr,,,ppnat,Q88:PSTA1=2,,,,Q89,,,
soep-is,soep-is-2014-f,Q90,,2431,Wie ist Ihr Familienstand?,Bitte Liste 90 vorlegen!,What is your family status?,Please show list 90!,cat,486+16,,pfamst,Q1:Lela=2,,,,Q90,,,
soep-is,soep-is-2014-f,Q91,,1382,Haben Sie derzeit eine feste Partnerschaft?,,Are you in a serious/permanent relationship?,,cat,1+16,,pp1,"Q90:PFAMST=2,7,3,4,5, -1",,,,Q91,,,
soep-is,soep-is-2014-f,Q93,,1383,Wohnt Ihr Partner / Ihre Partnerin hier im Haushalt?,,Does your partner live in this household?,,cat,1+16,,pp2,Q91:PP1=1,,,,Q93,,,
soep-is,soep-is-2014-f,Q92,,2432,Bitte geben Sie den Vornamen Ihres Partners / Ihrer Partnerin an.,Bitte Name des Partners korrekt eintragen und nicht mit 2*Enter weiter,Please state the first name of your partner.,Please type in the name of your partner correctly and do not go on with 2 times enter,txt,,,,Q93:PP2=1,,,,Q92,,,
soep-is,soep-is-2014-f,Q92,PPNAM,2432,Vorname eintragen:,,Enter first name:,,chr,,,ppnam,,,,,Q92,,,
soep-is,soep-is-2014-f,Q94,,413,Sind Sie in Deutschland geboren?,Gemeint ist Deutschland beziehungsweise die Bundesrepublik Deutschland oder die Deutsche Demokratische Republik in den Staatsgrenzen zur Zeit Ihrer Geburt.,Were you born in Germany?,This refers to Germany or the Federal Republic of Germany or the German Democratic Republic in the national borders at the time of your birth.,cat,1+16,,lsta1,Q1:Lela=1,,,,Q94,,,
soep-is,soep-is-2014-f,Q95,,1742,In welchem Land sind Sie geboren?,Bitte heutige Bezeichnung eintragen,What country were you born in?,Please enter the current name!,chr,,,lsta2,Q94:LSTA1=2,,,,Q95,,,
soep-is,soep-is-2014-f,Q96,,1386,Wann sind Sie in die Bundesrepublik Deutschland zugezogen?,,When did you move to Germany?,,txt,,,,Q94:LSTA1=2,,,,Q96,,,
soep-is,soep-is-2014-f,Q96,LZUG01,1386,Im Jahr,,Year:,,int,,,lzug01,,,,,Q96,,,
soep-is,soep-is-2014-f,Q97,,415,Haben Sie die deutsche Staatsangehörigkeit?,,Do you have German citizenship?,,cat,1+16,,lsta1a,,,,,Q97,,,
soep-is,soep-is-2014-f,Q98,,91,Welche Staatsangehörigkeit haben Sie?,,What is your country of citizenship?,,chr,,,lpnat,Q97:LSTA1a=2,,,,Q98,,,
soep-is,soep-is-2014-f,Q99,,416,Haben Sie die deutsche Staatsangehörigkeit seit Geburt oder erst später erworben?,,"Have you had German citizenship since your birth, or did you acquire German citizenship later?",,cat,137+16,,lsta3,Q97:LSTA1a=1,,,,Q99,,,
soep-is,soep-is-2014-f,Q100,,93,"Im Folgenden geht es um Partnerschaft und Ehe.
Die Fragen werden immer in Bezug auf die Beziehung gestellt, unabhängig davon, ob Sie in dieser Beziehung geheiratet haben oder nicht.
Ob Sie in dieser Beziehung geheiratet haben, wird erst in den Folgefragen geklärt.
Bei den Fragen geht es sowohl um die aktuelle Beziehung, als auch um frühere Beziehungen.
Wir beginnen mit der aktuellen Beziehung und fragen dann rückblickend nach den festen Beziehungen, die Sie vorher hatten.
Bei den früheren Beziehungen sprechen wir dann von fester Beziehung, wenn diese sechs Monate oder länger andauerte.",,"In the following, it is about partnership and marriage. The questions are always asked in terms of the relationship, regardless of whether you got married in this relationship or not. Whether you have been married in the particular relationship or not will be clarified in subsequent questions. The questionsare about both, the current relationship, as well about former relationships. We begin with the current relationship and then ask you retrospectively about the steady relationships you had before.
Conrcening the previous relations, we speak of a steady relationship if it lasted six months or longer.",,txt,,,,Q1:Lela=1,,,,Q100,,,
soep-is,soep-is-2014-f,Q101,,420,Wie ist das derzeit: Haben Sie eine feste Beziehung?,,Are you in a serious/permanent relationship?,,cat,1+16,,pp1a,,,,,Q101,,,
soep-is,soep-is-2014-f,Q102,,2434,Bitte geben Sie den Vornamen Ihres Partners / Ihrer Partnerin an.,Bitte Namen des Partners korrekt eintragen und nicht mit 2 * Enter weiter (Name wird später in Selbstausfüllerfrage wieder eingeblendet),Please state the first name of your partner.,Please enter the name of your partner correctly and do not go further with just pressing “enter” two times (the name will reappear in some questions).,txt,,,,Q101:PP1a=1,,,,Q102,,,
soep-is,soep-is-2014-f,Q102,PPNAMA / PPNRA,2434,Vorname eintragen:,,Enter first name:,,chr,,,ppnama / ppnra,,,,,Q102,,,
soep-is,soep-is-2014-f,Q103,,2435,Seit wann besteht die Beziehung zu <Vorname> (zu Ihrem Partner/Ihrer Partnerin)?,,Since when have you been in a relationship with <first name>?,,txt,,,,Q101:PP1a=1,,,,Q103,,,
soep-is,soep-is-2014-f,Q103,PPJA,2435,Seit … Jahr,,since year:,,int,,,ppja,,,,,Q103,,,
soep-is,soep-is-2014-f,Q104,,1751,Wohnt <Vorname> (Ihr Partner/Ihre Partnerin) hier im Haushalt?,,Does your partner live in this household?,,cat,1+16,,pp2a,Q101:PP1a=1,,,,Q104,,,
soep-is,soep-is-2014-f,Q105,,2437,Wann sind Sie mit <Vorname> (Ihrem Partner/Ihrer Partnerin) zusammen gezogen?,Gemeint ist das Jahr der ersten gemeinsamen Wohnung.,When did you move in together with <first name>?,It refers to the year of the first shared home.,txt,,,,Q104:PP2A=1,,,,Q105,,,
soep-is,soep-is-2014-f,Q105,PPLEB1A,2437,Seit … Jahr,,since year:,,int,,,ppleb1a,Q104:PP2A=2,,,,Q105,,,
soep-is,soep-is-2014-f,Q106,,1753,Haben Sie früher einmal mit <Vorname> (Ihrem Partner/Ihrer Partnerin) zusammen gelebt?,,Did you ever live with <first name> before?,,cat,1+16,,ppleba,,,,,Q106,,,
soep-is,soep-is-2014-f,Q107,,425,In welchem Jahr wurde die gemeinsame Wohnung aufgegeben bzw. wann ist einer der Partner ausgezogen?,,"In what year did you give up the shared dwelling, or when did you or your partner move out?",,txt,,,,Q106:PPLEBA=1,,,,Q107,,,
soep-is,soep-is-2014-f,Q107,PPLEBJA,425,Jahr,,Year:,,int,,,pplebja,,,,,Q107,,,
soep-is,soep-is-2014-f,Q108,,2438,Sind Sie mit <Vorname> (Ihrem Partner/Ihrer Partnerin) verheiratet beziehungsweise leben Sie mit <Vorname> (diesem Partner/dieser Partnerin) in einer eingetragenen gleichgeschlechtlichen Partnerschaft?,,Are you married to <first name>/your partner or are you living in a same-sex civil union?,,cat,487+16,,pehe1a,Q101:PP1A=1,,,,Q108,,,
soep-is,soep-is-2014-f,Q109,,1756,Wann wurde diese Ehe / eingetragene Partnerschaft geschlossen?,,When did you enter into the <marriage> <civil union>?,,txt,,,,"Q108:PEHE1A=1,2",,,,Q109,,,
soep-is,soep-is-2014-f,Q109,PEHE2A,1756,Jahr,,Year,,int,,,pehe2a,,,,,Q109,,,
soep-is,soep-is-2014-f,Q110,,1757,"Jetzt geht es um Ihre Beziehung davor, also die, die Sie vor der aktuellen Beziehung hatten. Hatten Sie davor eine feste Beziehung? / Hatten Sie schon mal eine feste Beziehung?",,Now it comes to the relationship before your current relationship. Did you have a committed relationship before your current one?,,cat,1+16,,pp1bcd,,,,,Q110,,,
soep-is,soep-is-2014-f,Q111,,1758,In welchem Jahr begann diese Beziehung?,,What year did that relationship start?,,txt,,,,Q110:PP1B/C/D=1,,,,Q111,,,
soep-is,soep-is-2014-f,Q111,PPJBCD,1758,Jahr,,Year,,int,,,ppjbcd,,,,,Q111,,,
soep-is,soep-is-2014-f,Q112,,1759,Und in welchem Jahr endete diese Beziehung?,,And what year did that relationship end?,,txt,,,,Q110:PP1B/C/D=1,,,,Q112,,,
soep-is,soep-is-2014-f,Q112,PPEND1BCD,1759,Jahr,,Year,,int,,,ppend1bcd,,,,,Q112,,,
soep-is,soep-is-2014-f,Q113,,1760,Wie endete diese Beziehung?,,How did that relationship end?,,cat,140+16,,ppend2bcd,Q110:PP1B/C/D=1,,,,Q113,,,
soep-is,soep-is-2014-f,Q114,,1761,Haben Sie mit diesem Partner / dieser Partnerin zusammen gelebt?,,Did you live with that partner?,,cat,1+16,,ppleb1bcd,Q110:PP1B/C/D=1,,,,Q114,,,
soep-is,soep-is-2014-f,Q115,,1762,Wann sind Sie mit diesem Partner / dieser Partnerin zusammen gezogen?,,When did you move in with that partner?,,txt,,,,Q114:PPLEB1B/C/D=1,,,,Q115,,,
soep-is,soep-is-2014-f,Q115,PPLEB2BCD,1762,Jahr,,Year,,int,,,ppleb2bcd,,,,,Q115,,,
soep-is,soep-is-2014-f,Q116,,2439,Und wann wurde die gemeinsame Wohnung aufgegeben bzw. wann ist einer der Partner ausgezogen?,,"When did you give up your shared dwelling, or when did you or your partner move out?",,txt,,,,Q114:PPLEB1B/C/D=1 & Q113:PPEND2B/C/D=1,,,,Q116,,,
soep-is,soep-is-2014-f,Q116,PPLEB3BCD,2439,Jahr,,Year,,int,,,ppleb3bcd,,,,,Q116,,,
soep-is,soep-is-2014-f,Q116,PPLEB4BCD,2439,"Trifft nicht zu, wohnen trotz Trennung noch zusammen  ",,"Does not apply, living still together despite separation",,bin,,,ppleb4bcd,,,,,Q116,,,
soep-is,soep-is-2014-f,Q117,,1764,Haben Sie diesen Partner / diese Partnerin damals geheiratet beziehungsweise lebten Sie damals mit diesem Partner / dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft?,,Did you marry that partner or did you live in a civil union?,,cat,488+16,,pehe1bcd,Q110:PP1B/C/D=1,,,,Q117,,,
soep-is,soep-is-2014-f,Q118,,1765,Wann wurde diese Ehe geschlossen? / Wann wurde diese eingetragene Partnerschaft geschlossen?,,When did you enter into the marriage / civil union?,,txt,,,,"Q117:PEHE1B/C/D=1,2",,,,Q118,,,
soep-is,soep-is-2014-f,Q118,PEHE2BCD,1765,Jahr,,Year,,int,,,pehe2bcd,,,,,Q118,,,
soep-is,soep-is-2014-f,Q119,,1766,Wurde diese Ehe geschieden? / Wurde diese eingetragene Partnerschaft aufgehoben?,,When did you repeal this marriage /civil union?,,cat,1+16,,pehe3bcd,"Q117:PEHE1B/C/D =1,2 & Q113:PPEND2B/C/D =1,-1",,,,Q119,,,
soep-is,soep-is-2014-f,Q120,,1767,Wann wurde diese Ehe geschieden? / Wann wurde diese eingetragene Partnerschaft aufgehoben?,,When did you repeal this marriage/ civil union?,,txt,,,,Q119:PEHE3B/C/D=1,,,,Q120,,,
soep-is,soep-is-2014-f,Q120,PEHE4BCD,1767,Jahr,,Year,,int,,,pehe4bcd,,,,,Q120,,,
soep-is,soep-is-2014-f,Q121,,1768,"Haben Sie in einer anderen, noch nicht genannten Beziehung geheiratet beziehungsweise lebten Sie in einer anderen, noch nicht genannten eingetragenen gleichgeschlechtlichen Partnerschaft? ",,Have you ever been married to or lived in a civil union with someone you have not mentioned so far?,,cat,142+16,,pehe1e,"(Q108:PEHE1A=3,-1 & Q117:PEHE1B/C/D =3,-1)  | (Q101:PP1A=2,-1 & Q117:PEHE1B/C/D =3,-1)",,,,Q121,,,
soep-is,soep-is-2014-f,Q122,,1769,Wann wurde diese Ehe geschlossen? / Wann wurde diese eingetragene Partnerschaft geschlossen?,,When did you enter into the <marriage> <civil union>?,,txt,,,,"Q121:PEHE1E=1,2",,,,Q122,,,
soep-is,soep-is-2014-f,Q122,PEHE2E,1769,Jahr,,Year,,int,,,pehe2e,,,,,Q122,,,
soep-is,soep-is-2014-f,Q123,,1770,Besteht diese Ehe noch? / Besteht diese eingetragene Partnerschaft noch?,,Are you still married to/ registered  in civil union with that person?,,cat,1+16,,pehe5e,"Q121:PEHE1E=1,2",,,,Q123,,,
soep-is,soep-is-2014-f,Q124,,1771,Wann endete diese Ehe? / Wann endete diese eingetragene Partnerschaft?,,When did that marriage end?,,txt,,,,Q123:PEHE5E=2,,,,Q124,,,
soep-is,soep-is-2014-f,Q124,PEHE6E,1771,Jahr,,Year,,int,,,pehe6e,,,,,Q124,,,
soep-is,soep-is-2014-f,Q125,,1772,Wie endete diese Ehe? Durch Scheidung oder durch Tod? / Und wie endete diese eingetragene Partnerschaft?,,How did that marriage/ civil union end?,,cat,489+16,,pehe7e,Q123:PEHE5E=2,,,,Q125,,,
