input_study,input_dataset,input_version,input_variable,output_study,output_dataset,output_version,output_variable
soep-is,P12_IS_W4,2012,pbefr2,soep-is,p,2013,plb0038
soep-is,P12_IS_W4,2012,poed,soep-is,p,2013,plb0040
soep-is,P12_IS_W4,2012,pzaf,soep-is,p,2013,plb0041
soep-is,P12_IS_W4,2012,pgesunt,soep-is,p,2013,plb0049
soep-is,P12_IS_W4,2012,parb,soep-is,p,2013,plb0058
soep-is,P12_IS_W4,2012,psst1,soep-is,p,2013,plb0059
soep-is,P12_IS_W4,2012,psst2,soep-is,p,2013,plb0060
soep-is,P12_IS_W4,2012,psst3,soep-is,p,2013,plb0061
soep-is,P12_IS_W4,2012,psst4,soep-is,p,2013,plb0062
soep-is,P12_IS_W4,2012,pazubi,soep-is,p,2013,plb0063
soep-is,P12_IS_W4,2012,pang,soep-is,p,2013,plb0064
soep-is,P12_IS_W4,2012,pamt,soep-is,p,2013,plb0065
soep-is,P12_IS_W4,2012,pberka,soep-is,p,2013,plb0066
soep-is,P12_IS_W4,2012,pvor1,soep-is,p,2013,plb0067
soep-is,P12_IS_W4,2012,pwohn1,soep-is,p,2013,plb0156
soep-is,P12_IS_W4,2012,pwohn3,soep-is,p,2013,plb0157
soep-is,P12_IS_W4,2012,pwohn4,soep-is,p,2013,plb0158
soep-is,P12_IS_W4,2012,pwohn5,soep-is,p,2013,plb0159
soep-is,P12_IS_W4,2012,paz08,soep-is,p,2013,plb0176
soep-is,P12_IS_W4,2012,paz09,soep-is,p,2013,plb0185
soep-is,P12_IS_W4,2012,paz10,soep-is,p,2013,plb0186
soep-is,P12_IS_W4,2012,paz11,soep-is,p,2013,plb0187
soep-is,P12_IS_W4,2012,paz12,soep-is,p,2013,plb0188
soep-is,P12_IS_W4,2012,pustd1,soep-is,p,2013,plb0193
soep-is,P12_IS_W4,2012,pustd2,soep-is,p,2013,plb0194
soep-is,P12_IS_W4,2012,pustd4,soep-is,p,2013,plb0195
soep-is,P12_IS_W4,2012,pustd5,soep-is,p,2013,plb0196
soep-is,P12_IS_W4,2012,pustd6,soep-is,p,2013,plb0197
soep-is,P12_IS_W4,2012,paz15,soep-is,p,2013,plb0216
soep-is,P12_IS_W4,2012,paz16,soep-is,p,2013,plb0217
soep-is,P12_IS_W4,2012,paz17,soep-is,p,2013,plb0218
soep-is,P12_IS_W4,2012,paz18,soep-is,p,2013,plb0219
soep-is,P12_IS_W4,2012,pustd3,soep-is,p,2013,plb0220
soep-is,P12_IS_W4,2012,pend1,soep-is,p,2013,plb0282
soep-is,P12_IS_W4,2012,pwexl4,soep-is,p,2013,plb0284
soep-is,P12_IS_W4,2012,pend2,soep-is,p,2013,plb0298
soep-is,P12_IS_W4,2012,pend3,soep-is,p,2013,plb0299
soep-is,P12_IS_W4,2012,pendka,soep-is,p,2013,plb0300
soep-is,P12_IS_W4,2012,pjob01,soep-is,p,2013,plb0392
soep-is,P12_IS_W4,2012,pjobno,soep-is,p,2013,plb0393
soep-is,P12_IS_W4,2012,pjob01,soep-is,p,2013,plb0394
soep-is,P12_IS_W4,2012,pnerw02,soep-is,p,2013,plb0417
soep-is,P12_IS_W4,2012,pnerw09,soep-is,p,2013,plb0423
soep-is,P12_IS_W4,2012,pnerw10,soep-is,p,2013,plb0424
soep-is,P12_IS_W4,2012,pwexl14,soep-is,p,2013,plb0478
soep-is,P12_IS_W4,2012,pwexl15,soep-is,p,2013,plb0479
soep-is,P12_IS_W4,2012,pbrut,soep-is,p,2013,plc0013
soep-is,P12_IS_W4,2012,pnett,soep-is,p,2013,plc0014
soep-is,P12_IS_W4,2012,pjob15,soep-is,p,2013,plc0062
soep-is,P12_IS_W4,2012,pek09,soep-is,p,2013,plc0066
soep-is,P12_IS_W4,2012,pek091,soep-is,p,2013,plc0067
soep-is,P12_IS_W4,2012,pekno,soep-is,p,2013,plc0116
soep-is,P12_IS_W4,2012,pek03,soep-is,p,2013,plc0130
soep-is,P12_IS_W4,2012,pek031,soep-is,p,2013,plc0131
soep-is,P12_IS_W4,2012,pek04,soep-is,p,2013,plc0132
soep-is,P12_IS_W4,2012,pek05,soep-is,p,2013,plc0133
soep-is,P12_IS_W4,2012,pek051,soep-is,p,2013,plc0134
soep-is,P12_IS_W4,2012,pek07,soep-is,p,2013,plc0152
soep-is,P12_IS_W4,2012,pek071,soep-is,p,2013,plc0153
soep-is,P12_IS_W4,2012,pek08,soep-is,p,2013,plc0167
soep-is,P12_IS_W4,2012,pek081,soep-is,p,2013,plc0168
soep-is,P12_IS_W4,2012,pek20,soep-is,p,2013,plc0177
soep-is,P12_IS_W4,2012,pek201,soep-is,p,2013,plc0178
soep-is,P12_IS_W4,2012,pek21,soep-is,p,2013,plc0179
soep-is,P12_IS_W4,2012,pek211,soep-is,p,2013,plc0180
soep-is,P12_IS_W4,2012,pek22,soep-is,p,2013,plc0181
soep-is,P12_IS_W4,2012,pek221,soep-is,p,2013,plc0182
soep-is,P12_IS_W4,2012,pek18,soep-is,p,2013,plc0183
soep-is,P12_IS_W4,2012,pek181,soep-is,p,2013,plc0184
soep-is,P12_IS_W4,2012,pek11,soep-is,p,2013,plc0202
soep-is,P12_IS_W4,2012,pek111,soep-is,p,2013,plc0203
soep-is,P12_IS_W4,2012,pek01,soep-is,p,2013,plc0232
soep-is,P12_IS_W4,2012,pek011,soep-is,p,2013,plc0233
soep-is,P12_IS_W4,2012,pek02,soep-is,p,2013,plc0273
soep-is,P12_IS_W4,2012,pek021,soep-is,p,2013,plc0274
soep-is,P12_IS_W4,2012,pfs141,soep-is,p,2013,pld0038
soep-is,P12_IS_W4,2012,pfs143,soep-is,p,2013,pld0039
soep-is,P12_IS_W4,2012,pfs142,soep-is,p,2013,pld0040
soep-is,P12_IS_W4,2012,pfamst,soep-is,p,2013,pld0131
soep-is,L12_IS_W4_PFAMST,2012,pfamst_korrekt,soep-is,p,2013,pld0131
soep-is,P12_IS_W4,2012,pp1,soep-is,p,2013,pld0132
soep-is,L12_IS_W4,2012,pp2a,soep-is,p,2013,pld0133
soep-is,P12_IS_W4,2012,pp2,soep-is,p,2013,pld0133
soep-is,P12_IS_W4,2012,pfs011,soep-is,p,2013,pld0134
soep-is,P12_IS_W4,2012,pfs013,soep-is,p,2013,pld0135
soep-is,P12_IS_W4,2012,pfs012,soep-is,p,2013,pld0136
soep-is,P12_IS_W4,2012,pfs021,soep-is,p,2013,pld0137
soep-is,P12_IS_W4,2012,pfs023,soep-is,p,2013,pld0138
soep-is,P12_IS_W4,2012,pfs022,soep-is,p,2013,pld0139
soep-is,P12_IS_W4,2012,pfs061,soep-is,p,2013,pld0140
soep-is,P12_IS_W4,2012,pfs063,soep-is,p,2013,pld0141
soep-is,P12_IS_W4,2012,pfs062,soep-is,p,2013,pld0142
soep-is,P12_IS_W4,2012,pfs051,soep-is,p,2013,pld0143
soep-is,P12_IS_W4,2012,pfs053,soep-is,p,2013,pld0144
soep-is,P12_IS_W4,2012,pfs052,soep-is,p,2013,pld0145
soep-is,P12_IS_W4,2012,pfs071,soep-is,p,2013,pld0146
soep-is,P12_IS_W4,2012,pfs073,soep-is,p,2013,pld0147
soep-is,P12_IS_W4,2012,pfs072,soep-is,p,2013,pld0148
soep-is,P12_IS_W4,2012,pfs041,soep-is,p,2013,pld0149
soep-is,P12_IS_W4,2012,pfs043,soep-is,p,2013,pld0150
soep-is,P12_IS_W4,2012,pfs042,soep-is,p,2013,pld0151
soep-is,P12_IS_W4,2012,pfs031,soep-is,p,2013,pld0152
soep-is,P12_IS_W4,2012,pfs033,soep-is,p,2013,pld0153
soep-is,P12_IS_W4,2012,pfs032,soep-is,p,2013,pld0154
soep-is,P12_IS_W4,2012,pfs101,soep-is,p,2013,pld0155
soep-is,P12_IS_W4,2012,pfs103,soep-is,p,2013,pld0156
soep-is,P12_IS_W4,2012,pfs102,soep-is,p,2013,pld0158
soep-is,P12_IS_W4,2012,pfsno,soep-is,p,2013,pld0159
soep-is,P12_IS_W4,2012,pfs081,soep-is,p,2013,pld0160
soep-is,P12_IS_W4,2012,pfs083,soep-is,p,2013,pld0161
soep-is,P12_IS_W4,2012,pfs082,soep-is,p,2013,pld0162
soep-is,P12_IS_W4,2012,pfs091,soep-is,p,2013,pld0163
soep-is,P12_IS_W4,2012,pfs093,soep-is,p,2013,pld0164
soep-is,P12_IS_W4,2012,pfs092,soep-is,p,2013,pld0165
soep-is,P12_IS_W4,2012,pfs121,soep-is,p,2013,pld0166
soep-is,P12_IS_W4,2012,pfs123,soep-is,p,2013,pld0167
soep-is,P12_IS_W4,2012,pfs122,soep-is,p,2013,pld0168
soep-is,P12_IS_W4,2012,pfs131,soep-is,p,2013,pld0169
soep-is,P12_IS_W4,2012,pfs133,soep-is,p,2013,pld0170
soep-is,P12_IS_W4,2012,pfs132,soep-is,p,2013,pld0171
soep-is,P12_IS_W4,2012,ppgebmo,soep-is,p,2013,ple0003
soep-is,P12_IS_W4,2012,pges02,soep-is,p,2013,ple0004
soep-is,P12_IS_W4,2012,pgr,soep-is,p,2013,ple0006
soep-is,P12_IS_W4,2012,pkilo,soep-is,p,2013,ple0007
soep-is,P12_IS_W4,2012,pges01,soep-is,p,2013,ple0008
soep-is,P12_IS_W4,2012,ppgeb,soep-is,p,2013,ple0010
soep-is,P12_IS_W4,2012,pges04,soep-is,p,2013,ple0026
soep-is,P12_IS_W4,2012,pges05,soep-is,p,2013,ple0027
soep-is,P12_IS_W4,2012,pges06,soep-is,p,2013,ple0028
soep-is,P12_IS_W4,2012,pges07,soep-is,p,2013,ple0029
soep-is,P12_IS_W4,2012,pges08,soep-is,p,2013,ple0030
soep-is,P12_IS_W4,2012,pges09,soep-is,p,2013,ple0031
soep-is,P12_IS_W4,2012,pges10,soep-is,p,2013,ple0032
soep-is,P12_IS_W4,2012,pges11,soep-is,p,2013,ple0033
soep-is,P12_IS_W4,2012,pges12,soep-is,p,2013,ple0034
soep-is,P12_IS_W4,2012,pges13,soep-is,p,2013,ple0035
soep-is,P12_IS_W4,2012,pbeh1,soep-is,p,2013,ple0040
soep-is,P12_IS_W4,2012,pbeh2,soep-is,p,2013,ple0041
soep-is,P12_IS_W4,2012,pkr5,soep-is,p,2013,ple0044
soep-is,P12_IS_W4,2012,pkr6,soep-is,p,2013,ple0046
soep-is,P12_IS_W4,2012,pkr1,soep-is,p,2013,ple0053
soep-is,P12_IS_W4,2012,pdr1,soep-is,p,2013,ple0072
soep-is,P12_IS_W4,2012,pdr2,soep-is,p,2013,ple0073
soep-is,P12_IS_W4,2012,pkv01,soep-is,p,2013,ple0097
soep-is,P12_IS_W4,2012,pbet,soep-is,p,2013,plf0438
soep-is,P12_IS_W4,2012,paus1,soep-is,p,2013,plg0012
soep-is,P12_IS_W4,2012,paus2,soep-is,p,2013,plg0013
soep-is,P12_IS_W4,2012,paus3,soep-is,p,2013,plg0014
soep-is,P12_IS_W4,2012,paus4,soep-is,p,2013,plg0016
soep-is,P12_IS_W4,2012,paus5,soep-is,p,2013,plg0023
soep-is,P12_IS_W4,2012,ppol1,soep-is,p,2013,plh0007
soep-is,P12_IS_W4,2012,ppol2,soep-is,p,2013,plh0011
soep-is,P12_IS_W4,2012,ppol3,soep-is,p,2013,plh0012
soep-is,P12_IS_W4,2012,pwich1,soep-is,p,2013,plh0104
soep-is,P12_IS_W4,2012,pwich2,soep-is,p,2013,plh0105
soep-is,P12_IS_W4,2012,pwich3,soep-is,p,2013,plh0106
soep-is,P12_IS_W4,2012,pwich4,soep-is,p,2013,plh0107
soep-is,P12_IS_W4,2012,pwich5,soep-is,p,2013,plh0108
soep-is,P12_IS_W4,2012,pwich6,soep-is,p,2013,plh0109
soep-is,P12_IS_W4,2012,pwich7,soep-is,p,2013,plh0110
soep-is,P12_IS_W4,2012,pwich8,soep-is,p,2013,plh0111
soep-is,P12_IS_W4,2012,pwich9,soep-is,p,2013,plh0112
soep-is,P12_IS_W4,2012,pzuf05,soep-is,p,2013,plh0161
soep-is,P12_IS_W4,2012,pzuf01,soep-is,p,2013,plh0171
soep-is,P12_IS_W4,2012,pzuf20,soep-is,p,2013,plh0172
soep-is,P12_IS_W4,2012,pzuf02,soep-is,p,2013,plh0173
soep-is,P12_IS_W4,2012,pzuf04,soep-is,p,2013,plh0175
soep-is,P12_IS_W4,2012,pzuf07,soep-is,p,2013,plh0177
soep-is,P12_IS_W4,2012,pzuf08,soep-is,p,2013,plh0178
soep-is,P12_IS_W4,2012,pzuf13,soep-is,p,2013,plh0180
soep-is,P12_IS_W4,2012,pzule1,soep-is,p,2013,plh0182
soep-is,P12_IS_W4,2012,pgef1,soep-is,p,2013,plh0184
soep-is,P12_IS_W4,2012,pgef2,soep-is,p,2013,plh0185
soep-is,P12_IS_W4,2012,pgef3,soep-is,p,2013,plh0186
soep-is,P12_IS_W4,2012,pgef4,soep-is,p,2013,plh0187
soep-is,P12_IS_W4,2012,prisk,soep-is,p,2013,plh0204
soep-is,P12_IS_W4,2012,pschl1,soep-is,p,2013,pli0059
soep-is,P12_IS_W4,2012,pschl2,soep-is,p,2013,pli0060
soep-is,P12_IS_W4,2012,psta1,soep-is,p,2013,plj0014
soep-is,P12_IS_W4,2012,ppnat,soep-is,p,2013,plj0025
soep-is,P12_IS_W4,2012,pnatnr,soep-is,p,2013,plj0025
soep-is,P12_IS_W4,2012,pdatm,soep-is,p,2013,pmonin
soep-is,P12_IS_W4,2012,pdatt,soep-is,p,2013,ptagin
soep-is,P12_IS_W4,2012,stichu,soep-is,p,2013,sample1
soep-is,P12_IS_W4,2012,pnr,soep-is,p,2014,hlk0005
soep-is,P12_IS_W4,2012,pintnr,soep-is,p,2014,intid
soep-is,P12_IS_W4,2012,pdatj,soep-is,p,2014,iyear
soep-is,P12_IS_W4,2012,pform,soep-is,p,2014,pinta
soep-is,P12_IS_W4,2012,psex,soep-is,p,2014,pla0009
soep-is,P12_IS_W4,2012,pfs111,soep-is,p,2014,pla0012
soep-is,P12_IS_W4,2012,pfs113,soep-is,p,2014,pla0013
soep-is,P12_IS_W4,2012,pfs112,soep-is,p,2014,pla0014
soep-is,P12_IS_W4,2012,p7tag,soep-is,p,2014,plb0018
soep-is,P12_IS_W4,2012,perz,soep-is,p,2014,plb0019
soep-is,P12_IS_W4,2012,palo,soep-is,p,2014,plb0021
soep-is,L12_IS_W4,2012,palo,soep-is,p,2014,plb0021
soep-is,P12_IS_W4,2012,perw,soep-is,p,2014,plb0022
soep-is,P12_IS_W4,2012,pkr4,soep-is,p,2014,plb0024
soep-is,P12_IS_W4,2012,pwexl1,soep-is,p,2014,plb0031
soep-is,P12_IS_W4,2012,pseitm,soep-is,p,2014,plb0035
soep-is,P12_IS_W4,2012,pseitj,soep-is,p,2014,plb0036
soep-is,P12_IS_W4,2012,pbefr1,soep-is,p,2014,plb0037
soep-is,P12_IS_W4,2012,pbefr2,soep-is,p,2014,plb0038
soep-is,P12_IS_W4,2012,poed,soep-is,p,2014,plb0040
soep-is,P12_IS_W4,2012,pzaf,soep-is,p,2014,plb0041
soep-is,P12_IS_W4,2012,pgesunt,soep-is,p,2014,plb0049
soep-is,P12_IS_W4,2012,parb,soep-is,p,2014,plb0058
soep-is,P12_IS_W4,2012,psst1,soep-is,p,2014,plb0059
soep-is,P12_IS_W4,2012,psst2,soep-is,p,2014,plb0060
soep-is,P12_IS_W4,2012,psst3,soep-is,p,2014,plb0061
soep-is,P12_IS_W4,2012,psst4,soep-is,p,2014,plb0062
soep-is,P12_IS_W4,2012,pazubi,soep-is,p,2014,plb0063
soep-is,P12_IS_W4,2012,pang,soep-is,p,2014,plb0064
soep-is,P12_IS_W4,2012,pamt,soep-is,p,2014,plb0065
soep-is,P12_IS_W4,2012,pberka,soep-is,p,2014,plb0066
soep-is,P12_IS_W4,2012,pvor1,soep-is,p,2014,plb0067
soep-is,P12_IS_W4,2012,pwohn1,soep-is,p,2014,plb0156
soep-is,P12_IS_W4,2012,pwohn3,soep-is,p,2014,plb0157
soep-is,P12_IS_W4,2012,pwohn4,soep-is,p,2014,plb0158
soep-is,P12_IS_W4,2012,pwohn5,soep-is,p,2014,plb0159
soep-is,P12_IS_W4,2012,paz08,soep-is,p,2014,plb0176
soep-is,P12_IS_W4,2012,paz09,soep-is,p,2014,plb0185
soep-is,P12_IS_W4,2012,paz10,soep-is,p,2014,plb0186
soep-is,P12_IS_W4,2012,paz11,soep-is,p,2014,plb0187
soep-is,P12_IS_W4,2012,paz12,soep-is,p,2014,plb0188
soep-is,P12_IS_W4,2012,pustd1,soep-is,p,2014,plb0193
soep-is,P12_IS_W4,2012,pustd2,soep-is,p,2014,plb0194
soep-is,P12_IS_W4,2012,pustd4,soep-is,p,2014,plb0195
soep-is,P12_IS_W4,2012,pustd5,soep-is,p,2014,plb0196
soep-is,P12_IS_W4,2012,pustd6,soep-is,p,2014,plb0197
soep-is,P12_IS_W4,2012,paz15,soep-is,p,2014,plb0216
soep-is,P12_IS_W4,2012,paz16,soep-is,p,2014,plb0217
soep-is,P12_IS_W4,2012,paz17,soep-is,p,2014,plb0218
soep-is,P12_IS_W4,2012,paz18,soep-is,p,2014,plb0219
soep-is,P12_IS_W4,2012,pustd3,soep-is,p,2014,plb0220
soep-is,P12_IS_W4,2012,pend1,soep-is,p,2014,plb0282
soep-is,P12_IS_W4,2012,pwexl4,soep-is,p,2014,plb0284
soep-is,P12_IS_W4,2012,pend2,soep-is,p,2014,plb0298
soep-is,P12_IS_W4,2012,pend3,soep-is,p,2014,plb0299
soep-is,P12_IS_W4,2012,pendka,soep-is,p,2014,plb0300
soep-is,P12_IS_W4,2012,pjob01,soep-is,p,2014,plb0392
soep-is,P12_IS_W4,2012,pjobno,soep-is,p,2014,plb0393
soep-is,P12_IS_W4,2012,pjob01,soep-is,p,2014,plb0394
soep-is,P12_IS_W4,2012,pnerw02,soep-is,p,2014,plb0417
soep-is,P12_IS_W4,2012,pnerw09,soep-is,p,2014,plb0423
soep-is,P12_IS_W4,2012,pnerw10,soep-is,p,2014,plb0424
soep-is,P12_IS_W4,2012,pwexl14,soep-is,p,2014,plb0478
soep-is,P12_IS_W4,2012,pwexl15,soep-is,p,2014,plb0479
soep-is,P12_IS_W4,2012,pbrut,soep-is,p,2014,plc0013
soep-is,P12_IS_W4,2012,pnett,soep-is,p,2014,plc0014
soep-is,P12_IS_W4,2012,pjob15,soep-is,p,2014,plc0062
soep-is,P12_IS_W4,2012,pek09,soep-is,p,2014,plc0066
soep-is,P12_IS_W4,2012,pek091,soep-is,p,2014,plc0067
soep-is,P12_IS_W4,2012,pekno,soep-is,p,2014,plc0116
soep-is,P12_IS_W4,2012,pek03,soep-is,p,2014,plc0130
soep-is,P12_IS_W4,2012,pek031,soep-is,p,2014,plc0131
soep-is,P12_IS_W4,2012,pek04,soep-is,p,2014,plc0132
soep-is,P12_IS_W4,2012,pek05,soep-is,p,2014,plc0133
soep-is,P12_IS_W4,2012,pek051,soep-is,p,2014,plc0134
soep-is,P12_IS_W4,2012,pek07,soep-is,p,2014,plc0152
soep-is,P12_IS_W4,2012,pek071,soep-is,p,2014,plc0153
soep-is,P12_IS_W4,2012,pek08,soep-is,p,2014,plc0167
soep-is,P12_IS_W4,2012,pek081,soep-is,p,2014,plc0168
soep-is,P12_IS_W4,2012,pek20,soep-is,p,2014,plc0177
soep-is,P12_IS_W4,2012,pek201,soep-is,p,2014,plc0178
soep-is,P12_IS_W4,2012,pek21,soep-is,p,2014,plc0179
soep-is,P12_IS_W4,2012,pek211,soep-is,p,2014,plc0180
soep-is,P12_IS_W4,2012,pek22,soep-is,p,2014,plc0181
soep-is,P12_IS_W4,2012,pek221,soep-is,p,2014,plc0182
soep-is,P12_IS_W4,2012,pek18,soep-is,p,2014,plc0183
soep-is,P12_IS_W4,2012,pek181,soep-is,p,2014,plc0184
soep-is,P12_IS_W4,2012,pek11,soep-is,p,2014,plc0202
soep-is,P12_IS_W4,2012,pek111,soep-is,p,2014,plc0203
soep-is,P12_IS_W4,2012,pek01,soep-is,p,2014,plc0232
soep-is,P12_IS_W4,2012,pek011,soep-is,p,2014,plc0233
soep-is,P12_IS_W4,2012,pek02,soep-is,p,2014,plc0273
soep-is,P12_IS_W4,2012,pek021,soep-is,p,2014,plc0274
soep-is,P12_IS_W4,2012,pfs141,soep-is,p,2014,pld0038
soep-is,P12_IS_W4,2012,pfs143,soep-is,p,2014,pld0039
soep-is,P12_IS_W4,2012,pfs142,soep-is,p,2014,pld0040
soep-is,L12_IS_W4_PFAMST,2012,pfamst_korrekt,soep-is,p,2014,pld0131
soep-is,P12_IS_W4,2012,pfamst,soep-is,p,2014,pld0131
soep-is,P12_IS_W4,2012,pp1,soep-is,p,2014,pld0132
soep-is,P12_IS_W4,2012,pp2,soep-is,p,2014,pld0133
soep-is,L12_IS_W4,2012,pp2a,soep-is,p,2014,pld0133
soep-is,P12_IS_W4,2012,pfs011,soep-is,p,2014,pld0134
soep-is,P12_IS_W4,2012,pfs013,soep-is,p,2014,pld0135
soep-is,P12_IS_W4,2012,pfs012,soep-is,p,2014,pld0136
soep-is,P12_IS_W4,2012,pfs021,soep-is,p,2014,pld0137
soep-is,P12_IS_W4,2012,pfs023,soep-is,p,2014,pld0138
soep-is,P12_IS_W4,2012,pfs022,soep-is,p,2014,pld0139
soep-is,P12_IS_W4,2012,pfs061,soep-is,p,2014,pld0140
soep-is,P12_IS_W4,2012,pfs063,soep-is,p,2014,pld0141
soep-is,P12_IS_W4,2012,pfs062,soep-is,p,2014,pld0142
soep-is,P12_IS_W4,2012,pfs051,soep-is,p,2014,pld0143
soep-is,P12_IS_W4,2012,pfs053,soep-is,p,2014,pld0144
soep-is,P12_IS_W4,2012,pfs052,soep-is,p,2014,pld0145
soep-is,P12_IS_W4,2012,pfs071,soep-is,p,2014,pld0146
soep-is,P12_IS_W4,2012,pfs073,soep-is,p,2014,pld0147
soep-is,P12_IS_W4,2012,pfs072,soep-is,p,2014,pld0148
soep-is,P12_IS_W4,2012,pfs041,soep-is,p,2014,pld0149
soep-is,P12_IS_W4,2012,pfs043,soep-is,p,2014,pld0150
soep-is,P12_IS_W4,2012,pfs042,soep-is,p,2014,pld0151
soep-is,P12_IS_W4,2012,pfs031,soep-is,p,2014,pld0152
soep-is,P12_IS_W4,2012,pfs033,soep-is,p,2014,pld0153
soep-is,P12_IS_W4,2012,pfs032,soep-is,p,2014,pld0154
soep-is,P12_IS_W4,2012,pfs101,soep-is,p,2014,pld0155
soep-is,P12_IS_W4,2012,pfs103,soep-is,p,2014,pld0156
soep-is,P12_IS_W4,2012,pfs102,soep-is,p,2014,pld0158
soep-is,P12_IS_W4,2012,pfsno,soep-is,p,2014,pld0159
soep-is,P12_IS_W4,2012,pfs081,soep-is,p,2014,pld0160
soep-is,P12_IS_W4,2012,pfs083,soep-is,p,2014,pld0161
soep-is,P12_IS_W4,2012,pfs082,soep-is,p,2014,pld0162
soep-is,P12_IS_W4,2012,pfs091,soep-is,p,2014,pld0163
soep-is,P12_IS_W4,2012,pfs093,soep-is,p,2014,pld0164
soep-is,P12_IS_W4,2012,pfs092,soep-is,p,2014,pld0165
soep-is,P12_IS_W4,2012,pfs121,soep-is,p,2014,pld0166
soep-is,P12_IS_W4,2012,pfs123,soep-is,p,2014,pld0167
soep-is,P12_IS_W4,2012,pfs122,soep-is,p,2014,pld0168
soep-is,P12_IS_W4,2012,pfs131,soep-is,p,2014,pld0169
soep-is,P12_IS_W4,2012,pfs133,soep-is,p,2014,pld0170
soep-is,P12_IS_W4,2012,pfs132,soep-is,p,2014,pld0171
soep-is,P12_IS_W4,2012,ppgebmo,soep-is,p,2014,ple0003
soep-is,P12_IS_W4,2012,pges02,soep-is,p,2014,ple0004
soep-is,P12_IS_W4,2012,pgr,soep-is,p,2014,ple0006
soep-is,P12_IS_W4,2012,pkilo,soep-is,p,2014,ple0007
soep-is,P12_IS_W4,2012,pges01,soep-is,p,2014,ple0008
soep-is,P12_IS_W4,2012,ppgeb,soep-is,p,2014,ple0010
soep-is,P12_IS_W4,2012,pges04,soep-is,p,2014,ple0026
soep-is,P12_IS_W4,2012,pges05,soep-is,p,2014,ple0027
soep-is,P12_IS_W4,2012,pges06,soep-is,p,2014,ple0028
soep-is,P12_IS_W4,2012,pges07,soep-is,p,2014,ple0029
soep-is,P12_IS_W4,2012,pges08,soep-is,p,2014,ple0030
soep-is,P12_IS_W4,2012,pges09,soep-is,p,2014,ple0031
soep-is,P12_IS_W4,2012,pges10,soep-is,p,2014,ple0032
soep-is,P12_IS_W4,2012,pges11,soep-is,p,2014,ple0033
soep-is,P12_IS_W4,2012,pges12,soep-is,p,2014,ple0034
soep-is,P12_IS_W4,2012,pges13,soep-is,p,2014,ple0035
soep-is,P12_IS_W4,2012,pbeh1,soep-is,p,2014,ple0040
soep-is,P12_IS_W4,2012,pbeh2,soep-is,p,2014,ple0041
soep-is,P12_IS_W4,2012,pkr5,soep-is,p,2014,ple0044
soep-is,P12_IS_W4,2012,pkr6,soep-is,p,2014,ple0046
soep-is,P12_IS_W4,2012,pkr1,soep-is,p,2014,ple0053
soep-is,P12_IS_W4,2012,pdr1,soep-is,p,2014,ple0072
soep-is,P12_IS_W4,2012,pdr2,soep-is,p,2014,ple0073
soep-is,P12_IS_W4,2012,pkv01,soep-is,p,2014,ple0097
soep-is,P12_IS_W4,2012,pbet,soep-is,p,2014,plf0438
soep-is,P12_IS_W4,2012,paus1,soep-is,p,2014,plg0012
soep-is,P12_IS_W4,2012,paus2,soep-is,p,2014,plg0013
soep-is,P12_IS_W4,2012,paus3,soep-is,p,2014,plg0014
soep-is,P12_IS_W4,2012,paus4,soep-is,p,2014,plg0016
soep-is,P12_IS_W4,2012,paus5,soep-is,p,2014,plg0023
soep-is,P12_IS_W4,2012,ppol1,soep-is,p,2014,plh0007
soep-is,P12_IS_W4,2012,ppol2,soep-is,p,2014,plh0011
soep-is,P12_IS_W4,2012,ppol3,soep-is,p,2014,plh0012
soep-is,P12_IS_W4,2012,pwich1,soep-is,p,2014,plh0104
soep-is,P12_IS_W4,2012,pwich2,soep-is,p,2014,plh0105
soep-is,P12_IS_W4,2012,pwich3,soep-is,p,2014,plh0106
soep-is,P12_IS_W4,2012,pwich4,soep-is,p,2014,plh0107
soep-is,P12_IS_W4,2012,pwich5,soep-is,p,2014,plh0108
soep-is,P12_IS_W4,2012,pwich6,soep-is,p,2014,plh0109
soep-is,P12_IS_W4,2012,pwich7,soep-is,p,2014,plh0110
soep-is,P12_IS_W4,2012,pwich8,soep-is,p,2014,plh0111
soep-is,P12_IS_W4,2012,pwich9,soep-is,p,2014,plh0112
soep-is,P12_IS_W4,2012,pzuf05,soep-is,p,2014,plh0161
soep-is,P12_IS_W4,2012,pzuf01,soep-is,p,2014,plh0171
soep-is,P12_IS_W4,2012,pzuf20,soep-is,p,2014,plh0172
soep-is,P12_IS_W4,2012,pzuf02,soep-is,p,2014,plh0173
soep-is,P12_IS_W4,2012,pzuf04,soep-is,p,2014,plh0175
soep-is,P12_IS_W4,2012,pzuf07,soep-is,p,2014,plh0177
soep-is,P12_IS_W4,2012,pzuf08,soep-is,p,2014,plh0178
soep-is,P12_IS_W4,2012,pzuf13,soep-is,p,2014,plh0180
soep-is,P12_IS_W4,2012,pzule1,soep-is,p,2014,plh0182
soep-is,P12_IS_W4,2012,pgef1,soep-is,p,2014,plh0184
soep-is,P12_IS_W4,2012,pgef2,soep-is,p,2014,plh0185
soep-is,P12_IS_W4,2012,pgef3,soep-is,p,2014,plh0186
soep-is,P12_IS_W4,2012,pgef4,soep-is,p,2014,plh0187
soep-is,P12_IS_W4,2012,prisk,soep-is,p,2014,plh0204
soep-is,P12_IS_W4,2012,pschl1,soep-is,p,2014,pli0059
