output_study,output_dataset,output_version,output_variable,input_study,input_dataset,input_version,input_variable,,,
soep-is,is_pl,v1,PLI0060,soep-is,p_11,v1,ispschl2,,,
soep-is,is_pl,v1,PLE0111,soep-core,zp,v29,zp11001,,,
soep-is,is_pl,v1,PLE0111,soep-core,bap,v29,bap11001,,,
soep-is,is_pl,v1,PLE0112,soep-core,zp,v29,zp11002,,,
soep-is,is_pl,v1,PLE0112,soep-core,bap,v29,bap11002,,,
soep-is,is_pl,v1,PLE0113,soep-core,zp,v29,zp11003,,,
soep-is,is_pl,v1,PLE0113,soep-core,bap,v29,bap11003,,,
soep-is,is_pl,v1,PLE0114,soep-core,zp,v29,zp11004,,,
soep-is,is_pl,v1,PLE0114,soep-core,bap,v29,bap11004,,,
soep-is,is_pl,v1,PLE0115,soep-core,zp,v29,zp11005,,,
soep-is,is_pl,v1,PLE0115,soep-core,bap,v29,bap11005,,,
soep-is,is_pl,v1,PLE0116,soep-core,zp,v29,zp11006,,,
soep-is,is_pl,v1,PLE0116,soep-core,bap,v29,bap11006,,,
soep-is,is_pl,v1,PLE0117,soep-core,zp,v29,zp11007,,,
soep-is,is_pl,v1,PLE0117,soep-core,bap,v29,bap11007,,,
soep-is,is_pl,v1,PLE0118,soep-core,zp,v29,zp11008,,,
soep-is,is_pl,v1,PLE0118,soep-core,bap,v29,bap11008,,,
soep-is,is_pl,v1,PLE0119,soep-core,zp,v29,zp11009,,,
soep-is,is_pl,v1,PLE0119,soep-core,bap,v29,bap11009,,,
soep-is,is_pl,v1,PLE0120,soep-core,zp,v29,zp11010,,,
soep-is,is_pl,v1,PLE0120,soep-core,bap,v29,bap11010,,,
soep-is,is_pl,v1,PLH0039,soep-core,zp,v29,zp12808,,,
soep-is,is_pl,v1,PLH0039,soep-core,bap,v29,bap13008,,,
soep-is,is_pl,v1,PLH0138,soep-core,zp,v29,zp4801,,,
soep-is,is_pl,v1,PLH0138,soep-is,p_11,v1,isprecht04,,,
soep-is,is_pl,v1,PLH0139,soep-core,zp,v29,zp4802,,,
soep-is,is_pl,v1,PLH0139,soep-is,p_11,v1,isprecht05,,,
soep-is,is_pl,v1,PLE0058,soep-core,zp,v29,zp9902,,,
soep-is,is_pl,v1,PLE0058,soep-core,bap,v29,bap10102,,,
soep-is,is_pl,v1,PLE0012,soep-core,zp,v29,zp10201,,,
soep-is,is_pl,v1,PLE0012,soep-is,p_11,v1,ispkr7,,,
soep-is,is_pl,v1,PLE0013,soep-core,zp,v29,zp10202,,,
soep-is,is_pl,v1,PLE0013,soep-is,p_11,v1,ispkr8,,,
soep-is,is_pl,v1,PLE0014,soep-core,zp,v29,zp10203,,,
soep-is,is_pl,v1,PLE0014,soep-is,p_11,v1,ispkr9,,,
soep-is,is_pl,v1,PLE0015,soep-core,zp,v29,zp10204,,,
soep-is,is_pl,v1,PLE0015,soep-is,p_11,v1,ispkr10,,,
soep-is,is_pl,v1,PLE0016,soep-core,zp,v29,zp10205,,,
soep-is,is_pl,v1,PLE0016,soep-is,p_11,v1,ispkr11,,,
soep-is,is_pl,v1,PLE0017,soep-core,zp,v29,zp10206,,,
soep-is,is_pl,v1,PLE0017,soep-is,p_11,v1,ispkr12,,,
soep-is,is_pl,v1,PLE0018,soep-core,zp,v29,zp10207,,,
soep-is,is_pl,v1,PLE0018,soep-is,p_11,v1,ispkr13,,,
soep-is,is_pl,v1,PLE0019,soep-core,zp,v29,zp10208,,,
soep-is,is_pl,v1,PLE0019,soep-is,p_11,v1,ispkr14,,,
soep-is,is_pl,v1,PLE0020,soep-core,zp,v29,zp10209,,,
soep-is,is_pl,v1,PLE0020,soep-is,p_11,v1,ispkr15,,,
soep-is,is_pl,v1,PLE0023,soep-core,zp,v29,zp10210,,,
soep-is,is_pl,v1,PLE0023,soep-is,p_11,v1,ispkr16,,,
soep-is,is_pl,v1,PLE0024,soep-core,zp,v29,zp10211,,,
soep-is,is_pl,v1,PLE0024,soep-is,p_11,v1,ispkrno,,,
soep-is,is_pl,v1,PLE0110,soep-core,zp,v29,zp111,,,
soep-is,is_pl,v1,PLH0255,soep-core,zp,v29,zp12016,,,
soep-is,is_pl,v1,PLH0034,soep-core,zp,v29,zp12803,,,
soep-is,is_pl,v1,PLH0034,soep-core,bap,v29,bap13003,,,
soep-is,is_pl,v1,PLH0037,soep-core,zp,v29,zp12806,,,
soep-is,is_pl,v1,PLH0037,soep-core,bap,v29,bap13006,,,
soep-is,is_pl,v1,PLJ0043,soep-core,zp,v29,zp145,,,
soep-is,is_pl,v1,PLJ0044,soep-core,zp,v29,zp146,,,
soep-is,is_pl,v1,PLJ0045,soep-core,zp,v29,zp147,,,
soep-is,is_pl,v1,PLJ0104,soep-core,zp,v29,zp148,,,
soep-is,is_pl,v1,PLJ0105,soep-core,zp,v29,zp149,,,
soep-is,is_pl,v1,PLJ0089,soep-core,zp,v29,zp150,,,
soep-is,is_pl,v1,PLJ0090,soep-core,zp,v29,zp151,,,
soep-is,is_pl,v1,PLJ0091,soep-core,zp,v29,zp152,,,
soep-is,is_pl,v1,PLJ0092,soep-core,zp,v29,zp153,,,
soep-is,is_pl,v1,PLJ0152,soep-core,zp,v29,zp15501,,,
soep-is,is_pl,v1,PLJ0152,soep-core,bap,v29,bap15601,,,
soep-is,is_pl,v1,PLJ0153,soep-core,zp,v29,zp15502,,,
soep-is,is_pl,v1,PLJ0153,soep-core,bap,v29,bap15602,,,
soep-is,is_pl,v1,PLJ0154,soep-core,zp,v29,zp15503,,,
soep-is,is_pl,v1,PLJ0154,soep-core,bap,v29,bap15603,,,
soep-is,is_pl,v1,PLJ0155,soep-core,zp,v29,zp15504,,,
soep-is,is_pl,v1,PLJ0155,soep-core,bap,v29,bap15604,,,
soep-is,is_pl,v1,PLJ0156,soep-core,zp,v29,zp15505,,,
soep-is,is_pl,v1,PLJ0156,soep-core,bap,v29,bap15605,,,
soep-is,is_pl,v1,PLJ0157,soep-core,zp,v29,zp15506,,,
soep-is,is_pl,v1,PLJ0157,soep-core,bap,v29,bap15606,,,
soep-is,is_pl,v1,PLJ0158,soep-core,zp,v29,zp15507,,,
soep-is,is_pl,v1,PLJ0158,soep-core,bap,v29,bap15607,,,
soep-is,is_pl,v1,PLJ0159,soep-core,zp,v29,zp15508,,,
soep-is,is_pl,v1,PLJ0159,soep-core,bap,v29,bap15608,,,
soep-is,is_pl,v1,PLJ0160,soep-core,zp,v29,zp15509,,,
soep-is,is_pl,v1,PLJ0160,soep-core,bap,v29,bap15609,,,
soep-is,is_pl,v1,PLJ0161,soep-core,zp,v29,zp15510,,,
soep-is,is_pl,v1,PLJ0161,soep-core,bap,v29,bap15610,,,
soep-is,is_pl,v1,PLJ0162,soep-core,zp,v29,zp15511,,,
soep-is,is_pl,v1,PLJ0162,soep-core,bap,v29,bap15611,,,
soep-is,is_pl,v1,PLJ0163,soep-core,zp,v29,zp15512,,,
soep-is,is_pl,v1,PLJ0163,soep-core,bap,v29,bap15612,,,
soep-is,is_pl,v1,PLJ0164,soep-core,zp,v29,zp15513,,,
soep-is,is_pl,v1,PLJ0164,soep-core,bap,v29,bap15613,,,
soep-is,is_pl,v1,PLJ0165,soep-core,zp,v29,zp15514,,,
soep-is,is_pl,v1,PLJ0165,soep-core,bap,v29,bap15614,,,
soep-is,is_pl,v1,PLJ0166,soep-core,zp,v29,zp15515,,,
soep-is,is_pl,v1,PLJ0166,soep-core,bap,v29,bap15615,,,
soep-is,is_pl,v1,PLJ0167,soep-core,zp,v29,zp15516,,,
soep-is,is_pl,v1,PLJ0167,soep-core,bap,v29,bap15616,,,
soep-is,is_pl,v1,PLJ0168,soep-core,zp,v29,zp15517,,,
soep-is,is_pl,v1,PLJ0168,soep-core,bap,v29,bap15617,,,
soep-is,is_pl,v1,PLJ0169,soep-core,zp,v29,zp15518,,,
soep-is,is_pl,v1,PLJ0169,soep-core,bap,v29,bap15618,,,
soep-is,is_pl,v1,PLJ0170,soep-core,zp,v29,zp15519,,,
soep-is,is_pl,v1,PLJ0170,soep-core,bap,v29,bap15619,,,
soep-is,is_pl,v1,PLJ0171,soep-core,zp,v29,zp15520,,,
soep-is,is_pl,v1,PLJ0171,soep-core,bap,v29,bap15620,,,
soep-is,is_pl,v1,PLJ0172,soep-core,zp,v29,zp15521,,,
soep-is,is_pl,v1,PLJ0172,soep-core,bap,v29,bap15621,,,
soep-is,is_pl,v1,PLD0169,soep-core,zp,v29,zp15634,,,
soep-is,is_pl,v1,PLD0169,soep-core,bap,v29,bap15934,,,
soep-is,is_pl,v1,PLD0169,soep-is,p_11,v1,ispfs131,,,
soep-is,is_pl,v1,PLD0171,soep-core,zp,v29,zp15635,,,
soep-is,is_pl,v1,PLD0171,soep-core,bap,v29,bap15936,,,
soep-is,is_pl,v1,PLD0171,soep-is,p_11,v1,ispfs132,,,
soep-is,is_pl,v1,PLD0170,soep-core,zp,v29,zp15636,,,
soep-is,is_pl,v1,PLD0170,soep-core,bap,v29,bap15935,,,
soep-is,is_pl,v1,PLD0170,soep-is,p_11,v1,ispfs133,,,
soep-is,is_pl,v1,PLB0331,soep-core,bap,v29,bap2301,,,
soep-is,is_pl,v1,PLB0332,soep-core,bap,v29,bap2302,,,
soep-is,is_pl,v1,PLB0333,soep-core,bap,v29,bap2303,,,
soep-is,is_pl,v1,PLB0334,soep-core,bap,v29,bap2304,,,
soep-is,is_pl,v1,PLB0335,soep-core,bap,v29,bap2305,,,
soep-is,is_pl,v1,PLB0336,soep-core,bap,v29,bap2306,,,
soep-is,is_pl,v1,PLB0337,soep-core,bap,v29,bap2307,,,
soep-is,is_pl,v1,PLB0338,soep-core,bap,v29,bap2308,,,
soep-is,is_pl,v1,PLB0017,soep-core,bap,v29,bap55,,,
soep-is,is_pl,v1,PLC0175,soep-core,bap,v29,bap7018,,,
soep-is,is_pl,v1,PLC0176,soep-core,bap,v29,bap7019,,,
soep-is,is_pl,v1,PLC0183,soep-core,bap,v29,bap7020,,,
soep-is,is_pl,v1,PLC0183,soep-is,p_11,v1,ispek18,,,
soep-is,is_pl,v1,PLC0184,soep-core,bap,v29,bap7021,,,
soep-is,is_pl,v1,PLC0184,soep-is,p_11,v1,ispek181,,,
soep-is,is_pl,v1,PLC0185,soep-core,bap,v29,bap82s01,,,
soep-is,is_pl,v1,PLC0186,soep-core,bap,v29,bap82s02,,,
soep-is,is_pl,v1,PLC0187,soep-core,bap,v29,bap82s03,,,
soep-is,is_pl,v1,PLC0188,soep-core,bap,v29,bap82t01,,,
soep-is,is_pl,v1,PLC0189,soep-core,bap,v29,bap82t02,,,
soep-is,is_pl,v1,PLC0190,soep-core,bap,v29,bap82t03,,,
soep-is,is_pl,v1,PLE0048,soep-core,bap,v29,bap10401,,,
soep-is,is_pl,v1,PLE0049,soep-core,bap,v29,bap10402,,,
soep-is,is_pl,v1,PLE0050,soep-core,bap,v29,bap10403,,,
soep-is,is_pl,v1,PLE0051,soep-core,bap,v29,bap10404,,,
soep-is,is_pl,v1,PLE0052,soep-core,bap,v29,bap10405,,,
soep-is,is_pl,v1,PLH0129,soep-core,bap,v29,bap12001,,,
soep-is,is_pl,v1,PLH0130,soep-core,bap,v29,bap12002,,,
soep-is,is_pl,v1,PLH0131,soep-core,bap,v29,bap12101,,,
soep-is,is_pl,v1,PLH0132,soep-core,bap,v29,bap12102,,,
soep-is,is_pl,v1,PLH0133,soep-core,bap,v29,bap12103,,,
soep-is,is_pl,v1,PLH0134,soep-core,bap,v29,bap12201,,,
soep-is,is_pl,v1,PLH0135,soep-core,bap,v29,bap12202,,,
soep-is,is_pl,v1,PLH0136,soep-core,bap,v29,bap12203,,,
soep-is,is_pl,v1,PLH0142,soep-core,bap,v29,bap12407,,,
soep-is,is_pl,v1,PLH0143,soep-core,bap,v29,bap12408,,,
soep-is,is_pl,v1,PLH0144,soep-core,bap,v29,bap12409,,,
soep-is,is_pl,v1,PLH0145,soep-core,bap,v29,bap12410,,,
soep-is,is_pl,v1,PLH0146,soep-core,bap,v29,bap12411,,,
soep-is,is_pl,v1,PLH0006,soep-core,bap,v29,bap126,,,
soep-is,is_pl,v1,PLJ0073,soep-core,bap,v29,bap13203,,,
soep-is,is_pl,v1,PLJ0076,soep-core,bap,v29,bap13206,,,
soep-is,is_pl,v1,PLJ0108,soep-core,bap,v29,bap15701,,,
soep-is,is_pl,v1,PLJ0109,soep-core,bap,v29,bap15702,,,
soep-is,is_pl,v1,PLJ0110,soep-core,bap,v29,bap15703,,,
soep-is,is_pl,v1,PLJ0111,soep-core,bap,v29,bap15704,,,
soep-is,is_pl,v1,PLJ0112,soep-core,bap,v29,bap15801,,,
soep-is,is_pl,v1,PLJ0113,soep-core,bap,v29,bap15802,,,
soep-is,is_pl,v1,PLJ0114,soep-core,bap,v29,bap15803,,,
soep-is,is_pl,v1,PLJ0115,soep-core,bap,v29,bap15804,,,
soep-is,is_pl,v1,PLE0009,soep-is,p_11,v1,ispges14,,,
soep-is,is_pl,v1,PLE0011,soep-is,p_11,v1,ispkr23,,,
soep-is,is_pl,v1,PLE0021,soep-is,p_11,v1,ispkr24,,,
soep-is,is_pl,v1,PLE0022,soep-is,p_11,v1,ispkr25,,,
soep-is,is_pl,v1,PLD0038,soep-is,p_11,v1,ispfs141,,,
soep-is,is_pl,v1,PLD0040,soep-is,p_11,v1,ispfs142,,,
soep-is,is_pl,v1,PLD0039,soep-is,p_11,v1,ispfs143,,,
soep-is,is_pl,v1,PLD0037,soep-is,p_11,v1,ispvka,,,
soep-is,is_pl,v1,PLC0314,soep-is,p_11,v1,ispek06,,,
soep-is,is_pl,v1,PLC0315,soep-is,p_11,v1,ispek061,,,
soep-is,is_pl,v1,PLC0316,soep-is,p_11,v1,ispek23,,,
soep-is,is_pl,v1,PLC0317,soep-is,p_11,v1,ispek231,,,
soep-is,is_pl,v1,PLH0268,soep-is,p_11,v1,ispeinsam1,,,
soep-is,is_pl,v1,PLH0269,soep-is,p_11,v1,ispeinsam2,,,
soep-is,is_pl,v1,PLH0270,soep-is,p_11,v1,ispeinsam3,,,
soep-is,is_pl,v1,PLK0002,soep-is,p_11,v1,ispbet,,,
soep-is,is_pl,v1,PDAUER1,soep-core,zp,v29,zpdauer1,,,
soep-is,is_pl,v1,PDAUER1,soep-core,bap,v29,bapdauer1,,,
soep-is,is_pl,v1,PDAUER2,soep-core,zp,v29,zpdauer2,,,
soep-is,is_pl,v1,PDAUER2,soep-core,bap,v29,bapdauer2,,,
soep-is,is_pl,v1,PINTA,soep-core,zp,v29,zpinta,,,
soep-is,is_pl,v1,PINTA,soep-core,bap,v29,bapinta,,,
soep-is,is_pl,v1,PINTA,soep-is,p_11,v1,ispform,,,
soep-is,is_pl,v1,PMONIN,soep-core,zp,v29,zpmonin,,,
soep-is,is_pl,v1,PMONIN,soep-core,bap,v29,bapmonin,,,
soep-is,is_pl,v1,PMONIN,soep-is,p_11,v1,ispdatm,,,
soep-is,is_pl,v1,PNR,soep-core,zp,v29,zpnr,,,
soep-is,is_pl,v1,PNR,soep-core,bap,v29,bapnr,,,
soep-is,is_pl,v1,PNR,soep-is,p_11,v1,ispnr,,,
soep-is,is_pl,v1,PTAGIN,soep-core,zp,v29,zptagin,,,
soep-is,is_pl,v1,PTAGIN,soep-core,bap,v29,baptagin,,,
soep-is,is_pl,v1,PTAGIN,soep-is,p_11,v1,ispdatt,,,
soep-is,is_pl,v1,RID,soep-is,p_11,v1,isNOT!_rid2011,,,
soep-is,is_pl,v1,SAMPLE1,soep-core,zp,v29,sample1,,,
soep-is,is_pl,v1,SAMPLE1,soep-core,bap,v29,sample1,,,
soep-is,is_pl,v1,SAMPLE1,soep-is,p_11,v1,isstichu,,,
soep-is,is_pl,v1,WELLE,soep-core,zp,v29,welle,,,
soep-is,is_pl,v1,WELLE,soep-core,bap,v29,welle,,,
soep-is,inno,2013,ieb_iat_1,soep-is,Innomodul11,2012,ieb_iat_1,,1,
soep-is,inno,2013,ieb_iat_2,soep-is,Innomodul11,2012,ieb_iat_2,,1,
soep-is,inno,2013,ieb_iat_3,soep-is,Innomodul11,2012,ieb_iat_3,,1,
soep-is,inno,2013,ieigiat01,soep-is,Innomodul11,2012,ieigiat01,,1,
soep-is,inno,2013,ieigiat02,soep-is,Innomodul11,2012,ieigiat02,,1,
soep-is,inno,2013,ieigiat03,soep-is,Innomodul11,2012,ieigiat03,,1,
soep-is,inno,2013,ieigiat04,soep-is,Innomodul11,2012,ieigiat04,,1,
soep-is,inno,2013,ieigiat_split01,soep-is,Innomodul11,2012,ieigiat_split01,,1,
soep-is,inno,2013,ieigiat_split02,soep-is,Innomodul11,2012,ieigiat_split02,,1,
soep-is,inno,2013,ieinsam1,soep-is,p11_Inno_final,2012,peinsam1,,1,
soep-is,inno,2013,ieinsam2,soep-is,p11_Inno_final,2012,peinsam2,,1,
soep-is,inno,2013,ieinsam3,soep-is,p11_Inno_final,2012,peinsam3,,1,
soep-is,inno,2013,ifrber01,soep-is,Innomodul11,2012,ifrber01,,1,
soep-is,inno,2013,ifrber02,soep-is,Innomodul11,2012,ifrber02,,1,
soep-is,inno,2013,ifrber03,soep-is,Innomodul11,2012,ifrber03,,1,
soep-is,inno,2013,ifrber04,soep-is,Innomodul11,2012,ifrber04,,1,
soep-is,inno,2013,ifrber05,soep-is,Innomodul11,2012,ifrber05,,1,
soep-is,inno,2013,ifrber06,soep-is,Innomodul11,2012,ifrber06,,1,
soep-is,inno,2013,ifrber07,soep-is,Innomodul11,2012,ifrber07,,1,
soep-is,inno,2013,ifrber08,soep-is,Innomodul11,2012,ifrber08,,1,
soep-is,inno,2013,inachiat,soep-is,Innomodul11,2012,inachiat,,1,
soep-is,inno,2013,irenta,soep-is,Innomodul11,2012,irenta,,1,
soep-is,inno,2013,irentb,soep-is,Innomodul11,2012,irentb,,1,
soep-is,inno,2013,irentc,soep-is,Innomodul11,2012,irentc,,1,
soep-is,inno,2013,irentd,soep-is,Innomodul11,2012,irentd,,1,
soep-is,inno,2013,iroll01,soep-is,Innomodul11,2012,iroll01,,1,
soep-is,inno,2013,iroll02,soep-is,Innomodul11,2012,iroll02,,1,
soep-is,inno,2013,iroll03,soep-is,Innomodul11,2012,iroll03,,1,
soep-is,inno,2013,iroll04,soep-is,Innomodul11,2012,iroll04,,1,
soep-is,inno,2013,iroll05,soep-is,Innomodul11,2012,iroll05,,1,
soep-is,inno,2013,iroll06,soep-is,Innomodul11,2012,iroll06,,1,
soep-is,inno,2013,ityp101,soep-is,Innomodul11,2012,ityp101,,1,
soep-is,inno,2013,ityp102,soep-is,Innomodul11,2012,ityp102,,1,
soep-is,inno,2013,ityp103,soep-is,Innomodul11,2012,ityp103,,1,
soep-is,inno,2013,ityp104,soep-is,Innomodul11,2012,ityp104,,1,
soep-is,inno,2013,ityp105,soep-is,Innomodul11,2012,ityp105,,1,
soep-is,inno,2013,ityp106,soep-is,Innomodul11,2012,ityp106,,1,
soep-is,inno,2013,ityp107,soep-is,Innomodul11,2012,ityp107,,1,
soep-is,inno,2013,ityp108,soep-is,Innomodul11,2012,ityp108,,1,
soep-is,inno,2013,ityp109,soep-is,Innomodul11,2012,ityp109,,1,
soep-is,inno,2013,ityp110,soep-is,Innomodul11,2012,ityp110,,1,
soep-is,inno,2013,ityp111,soep-is,Innomodul11,2012,ityp111,,1,
soep-is,inno,2013,ityp112,soep-is,Innomodul11,2012,ityp112,,1,
soep-is,inno,2013,ityp113,soep-is,Innomodul11,2012,ityp113,,1,
soep-is,inno,2013,ityp114,soep-is,Innomodul11,2012,ityp114,,1,
soep-is,inno,2013,ityp115,soep-is,Innomodul11,2012,ityp115,,1,
soep-is,inno,2013,ityp201,soep-is,Innomodul11,2012,ityp201,,1,
soep-is,inno,2013,ityp202,soep-is,Innomodul11,2012,ityp202,,1,
soep-is,inno,2013,ityp203,soep-is,Innomodul11,2012,ityp203,,1,
soep-is,inno,2013,ityp204,soep-is,Innomodul11,2012,ityp204,,1,
soep-is,inno,2013,ityp205,soep-is,Innomodul11,2012,ityp205,,1,
soep-is,inno,2013,ityp206,soep-is,Innomodul11,2012,ityp206,,1,
soep-is,inno,2013,ityp207,soep-is,Innomodul11,2012,ityp207,,1,
soep-is,inno,2013,ityp208,soep-is,Innomodul11,2012,ityp208,,1,
soep-is,inno,2013,ityp209,soep-is,Innomodul11,2012,ityp209,,1,
soep-is,inno,2013,ityp210,soep-is,Innomodul11,2012,ityp210,,1,
soep-is,inno,2013,ityp211,soep-is,Innomodul11,2012,ityp211,,1,
soep-is,inno,2013,ityp212,soep-is,Innomodul11,2012,ityp212,,1,
soep-is,inno,2013,ityp213,soep-is,Innomodul11,2012,ityp213,,1,
soep-is,inno,2013,ityp214,soep-is,Innomodul11,2012,ityp214,,1,
soep-is,inno,2013,ityp215,soep-is,Innomodul11,2012,ityp215,,1,
soep-is,inno,2013,ityp_split,soep-is,Innomodul11,2012,ityp_split,,1,
soep-is,inno,2013,ivoriat,soep-is,Innomodul11,2012,ivoriat,,1,
soep-is,inno,2013,ivornaa01,soep-is,Innomodul11,2012,ivornaa01,,1,
soep-is,inno,2013,ivornaa02,soep-is,Innomodul11,2012,ivornaa02,,1,
soep-is,inno,2013,ivornab01,soep-is,Innomodul11,2012,ivornab01,,1,
soep-is,inno,2013,ivornab02,soep-is,Innomodul11,2012,ivornab02,,1,
soep-is,inno,2013,ivornac01,soep-is,Innomodul11,2012,ivornac01,,1,
soep-is,inno,2013,ivornac02,soep-is,Innomodul11,2012,ivornac02,,1,
soep-is,inno,2013,ivornad01,soep-is,Innomodul11,2012,ivornad01,,1,
soep-is,inno,2013,ivornad02,soep-is,Innomodul11,2012,ivornad02,,1,
soep-is,h,2013,hcf0053,soep-is,H12_IS,2012,hzahl,2012,1,
soep-is,h,2013,hcf0054,soep-is,H12_IS,2012,hzahl1,2012,1,
soep-is,h,2013,hlc0005,soep-is,H12_IS,2012,hnetto,2012,1,
soep-is,h,2013,hlc0006,soep-is,H12_IS,2012,znetto,2012,1,
soep-is,h,2013,hlc0007,soep-is,H12_IS,2012,hverm1,2012,1,
soep-is,h,2013,hlc0008,soep-is,H12_IS,2012,hverm2,2012,1,
soep-is,h,2013,hlc0013,soep-is,H12_IS,2012,hzins1,2012,1,
soep-is,h,2013,hlc0014,soep-is,H12_IS,2012,hzins2,2012,1,
soep-is,h,2013,hlc0043,soep-is,H12_IS,2012,hdkg3,2012,1,
soep-is,h,2013,hlc0044,soep-is,H12_IS,2012,hdkg1,2012,1,
soep-is,h,2013,hlc0045,soep-is,H12_IS,2012,hdkg2,2012,1,
soep-is,h,2013,hlc0046,soep-is,H12_IS,2012,hdkz1,2012,1,
soep-is,h,2013,hlc0047,soep-is,H12_IS,2012,hdkz2,2012,1,
soep-is,h,2013,hlc0064,soep-is,H12_IS,2012,hdag1,2012,1,
soep-is,h,2013,hlc0065,soep-is,H12_IS,2012,hdag2,2012,1,
soep-is,h,2013,hlc0067,soep-is,H12_IS,2012,hdsh1,2012,1,
soep-is,h,2013,hlc0068,soep-is,H12_IS,2012,hdsh2,2012,1,
soep-is,h,2013,hlc0070,soep-is,H12_IS,2012,hdgs1,2012,1,
soep-is,h,2013,hlc0071,soep-is,H12_IS,2012,hdgs2,2012,1,
soep-is,h,2013,hlc0083,soep-is,H12_IS,2012,hdwg1,2012,1,
soep-is,h,2013,hlc0084,soep-is,H12_IS,2012,hdwg2,2012,1,
soep-is,h,2013,hlc0085,soep-is,H12_IS,2012,hdpg1,2012,1,
soep-is,h,2013,hlc0090,soep-is,H12_IS,2012,hdpg2,2012,1,
soep-is,h,2013,hlc0111,soep-is,H12_IS,2012,hverm3,2012,1,
soep-is,h,2013,hlc0112,soep-is,H12_IS,2012,hverm4,2012,1,
soep-is,h,2013,hlc0113,soep-is,H12_IS,2012,hkred1,2012,1,
soep-is,h,2013,hlc0114,soep-is,H12_IS,2012,hkred2,2012,1,
soep-is,h,2013,hlc0119,soep-is,H12_IS,2012,hspar1,2012,1,
soep-is,h,2013,hlc0120,soep-is,H12_IS,2012,hspar2,2012,1,
soep-is,h,2013,hlc0121,soep-is,H12_IS,2012,hwa,2,1,
soep-is,h,2013,hlf0001,soep-is,H12_IS,2012,hm01,2012,1,
soep-is,h,2013,hlf0016,soep-is,H12_IS,2012,hwohn09,2012,1,
soep-is,h,2013,hlf0017,soep-is,H12_IS,2012,hwohn09a,2012,1,
soep-is,h,2013,hlf0019,soep-is,H12_IS,2012,hqm,2012,1,
soep-is,h,2013,hlf0074,soep-is,H12_IS,2012,hm04,2012,1,
soep-is,h,2013,hlf0075,soep-is,H12_IS,2012,hm05,2012,1,
soep-is,h,2013,hlf0076,soep-is,H12_IS,2012,hm06,2012,1,
soep-is,h,2013,hlf0080,soep-is,H12_IS,2012,hm09,2012,1,
soep-is,h,2013,hlf0081,soep-is,H12_IS,2012,hm10,2012,1,
soep-is,h,2013,hlf0082,soep-is,H12_IS,2012,hm11,2012,1,
soep-is,h,2013,hlf0087,soep-is,H12_IS,2012,he01,2012,1,
soep-is,h,2013,hlf0088,soep-is,H12_IS,2012,he02,2012,1,
soep-is,h,2013,hlf0089,soep-is,H12_IS,2012,he03,2012,1,
soep-is,h,2013,hlf0091,soep-is,H12_IS,2012,he05,2012,1,
soep-is,h,2013,hlf0092,soep-is,H12_IS,2012,he06,2012,1,
soep-is,h,2013,hlf0093,soep-is,H12_IS,2012,he07,2012,1,
soep-is,h,2013,hlf0106,soep-is,H12_IS,2012,hwm,2012,1,
soep-is,h,2013,hlf0107,soep-is,H12_IS,2012,hwj,2012,1,
soep-is,h,2013,hlf0154,soep-is,H12_IS,2012,hhtyp,2012,1,
soep-is,h,2013,hlf0155,soep-is,H12_IS,2012,hheim,2012,1,
soep-is,h,2013,hlf0173,soep-is,H12_IS,2012,hzahl,2012,1,
soep-is,h,2013,hlf0173,soep-is,H12_IS,2012,hzahl1,2012,1,
soep-is,h,2013,hlf0291,soep-is,H12_IS,2012,hpfleg,2012,1,
soep-is,h,2013,hlf0369,soep-is,H12_IS,2012,hpl,2012,1,
soep-is,h,2013,hlf0370,soep-is,H12_IS,2012,hpstuf,2012,1,
soep-is,h,2013,hlk0005,soep-is,H12_IS,2012,pnr,0,1,
soep-is,h,2013,hlk0006,soep-is,H12_IS,2012,hpmax,2,1,
soep-is,h,2013,hlk0044,soep-is,H12_IS,2012,hkind,2,1,
soep-is,h,2013,hlk0056,soep-is,H12_IS,2012,hform,0,1,
soep-is,h,2013,hlk0059,soep-is,H12_IS,2012,hdatt,0,1,
soep-is,h,2013,hlk0060,soep-is,H12_IS,2012,hdatm,0,1,
soep-is,h,2013,intid,soep-is,H12_IS,2012,hintnr,0,1,
soep-is,h,2013,iyear,soep-is,H12_IS,2012,hdatj,0,1,
soep-is,h,2013,sample1,soep-is,H12_IS,2012,stichu,0,1,
soep-is,p,2013,hlk0005,soep-is,P12_IS,2012,pnr,0,1,
soep-is,p,2013,intid,soep-is,P12_IS,2012,pintnr,0,1,
soep-is,p,2013,iyear,soep-is,P12_IS,2012,pdatj,0,1,
soep-is,p,2013,pinta,soep-is,P12_IS,2012,pform,0,1,
soep-is,p,2013,pla0009,soep-is,P12_IS,2012,psex,2012,1,
soep-is,p,2013,pla0012,soep-is,P12_IS,2012,pfs111,2012,1,
soep-is,p,2013,pla0013,soep-is,P12_IS,2012,pfs113,2012,1,
soep-is,p,2013,pla0014,soep-is,P12_IS,2012,pfs112,2012,1,
soep-is,p,2013,plb0018,soep-is,P12_IS,2012,p7tag,2012,1,
soep-is,p,2013,plb0019,soep-is,P12_IS,2012,perz,2012,1,
soep-is,p,2013,plb0021,soep-is,P12_IS,2012,palo,2012,1,
soep-is,p,2013,plb0022,soep-is,P12_IS,2012,perw,2012,1,
